Species,Pond_Area,Soil_Type,Water_Source,Season,Recommended_Stocking,Survival_Rate
Pangasius,0.77,Sandy,River,Summer,7191,94.76
Vannamei,2.9,Sandy,River,Winter,37720,82.11
Carp,0.51,Loamy,Borewell,Monsoon,22180,85.83
King Crab,1.89,Sandy,Borewell,Winter,31839,74.82
Catfish,4.71,Loamy,River,Winter,48729,80.53
Pangasius,3.61,Loamy,Borewell,Summer,21440,78.31
Black Tiger Shrimp,4.38,Loamy,Borewell,Summer,22533,87.87
Vannamei,2.1,Clay,River,Winter,32124,70.23
King Crab,2.83,Sandy,Canal,Winter,28593,80.53
Pangasius,1.27,Loamy,Borewell,Summer,3220,77.36
Snapper,0.89,Loamy,Borewell,Winter,24748,94.36
Milkfish,1.94,Loamy,Borewell,Summer,29093,93.86
Blue Swimmer Crab,0.91,Loamy,River,Summer,42618,80.28
Mud Crab,1.47,Loamy,River,Winter,4243,93.4
Pangasius,3.73,Loamy,Borewell,Summer,8310,85.98
Cod,4.78,Clay,River,Winter,32421,90.24
Dungeness Crab,2.41,Clay,River,Summer,29082,94.79
Trout,4.45,Clay,Borewell,Winter,16033,82.14
Tiger Prawn,2.69,Loamy,River,Summer,48356,94.55
Tiger Prawn,4.15,Loamy,Canal,Winter,8329,87.23
Milkfish,0.84,Clay,Canal,Summer,4654,72.94
Carp,4.97,Sandy,River,Summer,17362,71.78
Catfish,3.73,Clay,River,Summer,32247,92.77
Tilapia,3.62,Loamy,River,Monsoon,36898,93.37
Grouper,1.62,Sandy,Canal,Summer,45600,94.54
Seabass,1.72,Sandy,Canal,Winter,23643,77.54
Milkfish,3.23,Loamy,Borewell,Summer,22430,76.75
Cod,2.48,Loamy,Canal,Summer,19186,94.65
Snapper,2.24,Clay,River,Winter,10486,75.13
Dungeness Crab,1.05,Loamy,River,Summer,29798,78.82
Banana Prawn,4.0,Sandy,Canal,Summer,18923,77.47
Pangasius,3.57,Loamy,Borewell,Monsoon,8883,89.89
Black Tiger Shrimp,2.8,Sandy,River,Summer,2978,78.52
Snapper,2.3,Loamy,Canal,Summer,19568,75.28
Cod,2.23,Loamy,Borewell,Monsoon,31599,84.59
Blue Swimmer Crab,2.18,Sandy,Borewell,Summer,34600,86.71
Tilapia,1.13,Loamy,River,Winter,32628,90.89
Trout,2.41,Clay,River,Winter,24152,80.28
Freshwater Prawn,2.2,Clay,Borewell,Winter,47544,70.82
Milkfish,4.11,Loamy,Canal,Winter,31495,82.18
Pangasius,1.2,Clay,Borewell,Summer,19551,93.85
Catfish,3.74,Sandy,Borewell,Monsoon,35328,84.62
Tilapia,4.45,Clay,Borewell,Summer,37437,75.26
Seabass,1.22,Loamy,River,Summer,9848,82.99
King Prawn,2.66,Sandy,River,Summer,16506,83.0
Rohu,3.4,Sandy,River,Monsoon,12479,83.16
Carp,3.21,Sandy,Borewell,Summer,32630,83.15
King Crab,0.81,Loamy,Borewell,Monsoon,46263,89.71
Cod,2.18,Sandy,River,Summer,45597,76.08
Snow Crab,2.42,Loamy,Borewell,Winter,7167,74.28
Vannamei,4.27,Clay,Borewell,Summer,48884,94.56
King Crab,1.51,Loamy,Canal,Winter,16497,94.45
King Prawn,4.99,Loamy,Borewell,Monsoon,21476,74.97
Mud Crab,0.51,Sandy,River,Winter,35941,73.83
Barramundi,0.98,Clay,Canal,Monsoon,35452,80.62
Vannamei,4.96,Clay,Canal,Monsoon,27983,72.83
Trout,2.36,Sandy,Borewell,Winter,16327,88.0
King Prawn,3.32,Loamy,River,Summer,3939,75.87
Rohu,2.59,Loamy,Borewell,Monsoon,22385,71.24
Seabass,1.97,Loamy,Borewell,Winter,25872,78.5
Seabass,1.47,Sandy,River,Monsoon,13110,74.33
Trout,3.91,Sandy,Borewell,Summer,13154,83.34
King Prawn,1.56,Clay,River,Monsoon,36020,82.71
Seabass,1.21,Sandy,River,Winter,46955,72.64
Tilapia,2.24,Clay,Canal,Winter,7428,84.49
Catfish,2.25,Sandy,Borewell,Summer,37092,83.31
Milkfish,2.51,Clay,Canal,Winter,27281,83.75
Barramundi,4.56,Loamy,River,Summer,19461,81.4
Milkfish,4.45,Sandy,Borewell,Monsoon,23139,73.71
King Prawn,2.98,Sandy,River,Winter,9877,82.27
Tuna,4.74,Loamy,River,Winter,26222,75.18
Mud Crab,3.88,Sandy,Canal,Winter,20304,82.19
Barramundi,4.6,Clay,River,Winter,2705,88.3
Soft Shell Crab,2.53,Loamy,River,Summer,10835,81.02
Snow Crab,4.61,Sandy,River,Monsoon,13504,87.37
Milkfish,2.06,Loamy,River,Summer,26309,79.77
Tuna,2.33,Loamy,River,Monsoon,36176,80.56
Carp,3.11,Loamy,River,Summer,2866,79.81
Salmon,1.62,Loamy,River,Winter,5980,90.66
Blue Swimmer Crab,3.4,Loamy,Borewell,Summer,6727,93.33
Whiteleg Shrimp,0.68,Sandy,River,Monsoon,13353,73.27
Banana Prawn,3.72,Clay,River,Summer,2052,91.06
Soft Shell Crab,2.5,Clay,Canal,Summer,19502,86.85
Vannamei,1.95,Loamy,Borewell,Summer,49983,83.02
Salmon,2.62,Clay,River,Winter,22648,70.49
Milkfish,1.57,Sandy,Canal,Summer,5592,77.08
Barramundi,3.4,Sandy,Borewell,Winter,18866,71.44
Snow Crab,1.31,Sandy,Borewell,Monsoon,44973,76.94
Soft Shell Crab,3.46,Clay,Canal,Summer,19271,72.55
Pangasius,3.77,Clay,Canal,Monsoon,14321,79.19
Cod,3.25,Loamy,River,Winter,42461,89.85
Seabass,2.78,Loamy,River,Summer,27605,78.7
Tilapia,1.45,Clay,River,Winter,25677,70.73
Snapper,4.59,Sandy,Canal,Summer,5393,87.07
Vannamei,1.03,Clay,Canal,Summer,4799,73.71
Banana Prawn,2.86,Clay,Canal,Monsoon,44507,80.24
Soft Shell Crab,4.85,Loamy,River,Summer,25846,80.96
Freshwater Prawn,2.23,Clay,Borewell,Winter,32511,75.74
Black Tiger Shrimp,3.69,Clay,Canal,Summer,40089,80.6
Banana Prawn,3.33,Sandy,Borewell,Summer,11139,84.0
Salmon,4.84,Sandy,Borewell,Winter,39178,85.96
Snow Crab,3.0,Loamy,Borewell,Summer,2043,83.89
Dungeness Crab,1.11,Sandy,Borewell,Winter,21164,79.63
Snapper,3.87,Clay,Canal,Monsoon,14668,72.35
Seabass,0.64,Clay,Borewell,Summer,13726,88.87
Whiteleg Shrimp,2.94,Clay,Borewell,Summer,3680,82.19
Milkfish,4.16,Clay,River,Summer,26276,81.05
King Prawn,3.83,Clay,Borewell,Winter,18833,78.13
Salmon,3.2,Loamy,River,Winter,12796,87.81
Salmon,1.45,Clay,Borewell,Winter,15882,76.19
Tilapia,3.21,Clay,River,Monsoon,5689,88.98
Milkfish,4.32,Clay,Borewell,Monsoon,17373,78.44
Snapper,2.45,Clay,River,Winter,45538,74.11
Mud Crab,2.82,Clay,Canal,Summer,12428,76.15
Cod,4.95,Loamy,Borewell,Monsoon,47937,84.58
Mud Crab,4.17,Clay,Canal,Summer,33945,85.7
Snapper,3.5,Loamy,Borewell,Winter,26024,73.08
Catfish,0.66,Clay,Canal,Winter,21609,90.56
Carp,4.83,Loamy,River,Summer,33082,90.36
Rohu,2.8,Sandy,Canal,Winter,38729,83.66
Dungeness Crab,4.03,Clay,Borewell,Summer,32740,92.98
Grouper,4.14,Clay,Borewell,Monsoon,14223,85.34
Snapper,2.58,Clay,Borewell,Winter,26608,70.18
Milkfish,1.83,Clay,Borewell,Winter,14360,83.89
Snapper,2.14,Loamy,River,Winter,22421,71.28
Whiteleg Shrimp,2.18,Clay,Canal,Winter,17230,86.31
Barramundi,2.5,Clay,Canal,Winter,43095,75.87
Snow Crab,2.9,Clay,River,Winter,22534,78.94
Barramundi,3.32,Clay,Borewell,Winter,9647,88.81
Whiteleg Shrimp,1.82,Sandy,Canal,Monsoon,11021,70.88
Black Tiger Shrimp,2.39,Loamy,Canal,Monsoon,9210,71.37
Tilapia,3.47,Clay,Canal,Summer,34265,90.22
King Crab,1.04,Clay,Canal,Monsoon,9934,73.84
Snapper,4.15,Clay,Canal,Summer,29526,83.1
Whiteleg Shrimp,2.26,Sandy,Borewell,Winter,46037,74.37
Soft Shell Crab,3.77,Loamy,River,Summer,4083,76.05
Mud Crab,3.36,Sandy,Canal,Winter,4699,86.08
Tuna,4.89,Sandy,Borewell,Summer,10354,91.57
Black Tiger Shrimp,3.25,Loamy,Canal,Monsoon,42563,70.48
Black Tiger Shrimp,3.73,Loamy,River,Monsoon,12800,88.14
Carp,4.62,Loamy,Canal,Winter,41310,89.46
Tilapia,1.32,Loamy,River,Winter,38255,94.36
Salmon,3.36,Clay,River,Summer,30742,85.4
Cod,1.66,Clay,Borewell,Summer,19111,82.42
Catfish,1.85,Clay,Borewell,Summer,32090,81.24
Blue Swimmer Crab,5.0,Clay,River,Winter,47587,90.24
Snapper,4.03,Sandy,Borewell,Winter,31559,75.72
King Prawn,0.8,Loamy,River,Monsoon,29981,70.77
Dungeness Crab,1.14,Clay,River,Summer,16475,70.7
Black Tiger Shrimp,3.9,Loamy,Canal,Monsoon,49780,76.51
Snow Crab,4.19,Sandy,Borewell,Winter,7781,88.89
Snapper,3.75,Sandy,Borewell,Monsoon,18366,72.09
Freshwater Prawn,1.63,Clay,River,Winter,18790,78.09
Snow Crab,0.69,Clay,Borewell,Winter,43537,77.01
Soft Shell Crab,3.92,Clay,Borewell,Monsoon,35369,73.61
Catfish,2.07,Loamy,River,Monsoon,34955,78.5
King Prawn,2.89,Sandy,Borewell,Summer,36816,84.57
Catfish,4.98,Sandy,River,Monsoon,18103,70.84
Black Tiger Shrimp,0.86,Clay,Canal,Monsoon,45413,87.23
Cod,0.83,Sandy,Canal,Summer,33355,74.88
Whiteleg Shrimp,1.52,Loamy,Canal,Summer,14997,88.32
Dungeness Crab,3.53,Sandy,Canal,Winter,26997,74.6
Blue Swimmer Crab,1.2,Loamy,River,Summer,18484,70.9
King Prawn,0.91,Loamy,Canal,Monsoon,31591,92.51
Banana Prawn,3.0,Sandy,Canal,Summer,14502,80.43
Carp,3.59,Clay,Borewell,Monsoon,16449,83.58
Cod,4.55,Sandy,River,Winter,45932,80.63
Pangasius,4.05,Clay,Canal,Monsoon,12926,70.32
Milkfish,2.81,Clay,Canal,Winter,3358,77.0
Barramundi,2.51,Clay,River,Monsoon,49243,89.13
Banana Prawn,4.88,Clay,Borewell,Monsoon,22387,74.92
Black Tiger Shrimp,4.65,Loamy,Canal,Summer,13444,70.26
Trout,1.75,Loamy,Canal,Summer,49101,82.24
Tiger Prawn,4.56,Loamy,Canal,Winter,31710,94.84
Seabass,1.43,Clay,Canal,Monsoon,49915,70.54
Snapper,1.25,Sandy,River,Summer,42528,82.96
Vannamei,3.58,Loamy,Borewell,Winter,26643,70.26
Snow Crab,3.01,Loamy,River,Summer,49229,86.46
Snapper,3.7,Clay,River,Summer,35276,76.47
Milkfish,2.4,Loamy,Borewell,Winter,17619,83.32
Pangasius,1.11,Loamy,Borewell,Winter,17132,91.28
Tuna,2.35,Loamy,Borewell,Winter,35980,72.39
Rohu,4.47,Sandy,Borewell,Monsoon,20380,73.44
Whiteleg Shrimp,3.12,Clay,Canal,Monsoon,9555,82.62
Tiger Prawn,2.51,Sandy,Borewell,Summer,4196,79.17
Barramundi,2.6,Clay,Canal,Monsoon,9829,74.96
Tuna,1.25,Loamy,River,Monsoon,5653,93.27
Dungeness Crab,2.63,Clay,Borewell,Monsoon,20111,89.31
Catfish,2.5,Sandy,Canal,Monsoon,39073,86.11
Seabass,1.13,Sandy,Canal,Winter,7820,86.25
Freshwater Prawn,3.14,Loamy,River,Winter,16250,79.26
Salmon,0.67,Loamy,River,Monsoon,27467,90.04
Snapper,2.73,Clay,Canal,Summer,35576,72.41
Cod,3.79,Clay,River,Summer,31737,81.83
Dungeness Crab,2.38,Clay,River,Winter,43251,93.72
Salmon,4.68,Sandy,Borewell,Winter,31054,74.77
Barramundi,1.25,Sandy,Canal,Summer,44042,75.92
Tuna,2.4,Loamy,River,Winter,5725,89.75
Mud Crab,4.91,Sandy,Canal,Winter,24430,80.66
Tuna,2.02,Loamy,River,Monsoon,18244,85.64
Catfish,3.29,Clay,Borewell,Summer,22862,93.25
Freshwater Prawn,3.76,Clay,Canal,Winter,49222,88.57
Freshwater Prawn,1.08,Sandy,Canal,Monsoon,37371,84.79
Trout,4.23,Sandy,River,Summer,32980,86.23
Snow Crab,4.97,Sandy,Borewell,Winter,10467,93.82
Barramundi,1.63,Clay,Canal,Winter,10908,73.11
King Prawn,4.37,Clay,Borewell,Summer,9678,92.44
Tuna,4.66,Clay,Canal,Summer,19709,88.46
Black Tiger Shrimp,1.95,Clay,Borewell,Summer,39973,86.89
Banana Prawn,0.98,Clay,Borewell,Summer,29119,85.85
Snow Crab,3.64,Sandy,Canal,Summer,20320,93.64
Dungeness Crab,1.33,Sandy,Borewell,Summer,27666,89.19
Grouper,1.2,Clay,Borewell,Summer,27489,82.82
Banana Prawn,4.8,Clay,River,Summer,9083,75.91
King Prawn,4.76,Sandy,River,Winter,40079,89.11
Trout,3.72,Loamy,Canal,Summer,33093,76.84
King Prawn,3.35,Sandy,Borewell,Monsoon,47159,79.14
Seabass,4.54,Loamy,Borewell,Monsoon,13842,87.38
Whiteleg Shrimp,4.22,Clay,River,Monsoon,29848,89.17
Banana Prawn,0.57,Clay,Canal,Summer,35791,70.09
Barramundi,0.68,Clay,Borewell,Monsoon,28237,76.36
Trout,2.46,Loamy,Borewell,Winter,47006,86.03
Trout,1.87,Sandy,Borewell,Summer,36790,86.83
Grouper,4.3,Sandy,River,Winter,5378,83.82
Whiteleg Shrimp,2.99,Clay,Canal,Summer,19150,76.04
Trout,3.82,Clay,River,Monsoon,8029,85.76
King Crab,0.59,Loamy,River,Summer,16801,87.37
Freshwater Prawn,1.12,Sandy,Canal,Summer,18384,86.89
Tilapia,0.61,Sandy,Borewell,Summer,28794,89.31
Tiger Prawn,2.73,Sandy,River,Winter,18903,91.39
Vannamei,4.96,Sandy,Canal,Summer,47603,72.67
Freshwater Prawn,3.89,Clay,Canal,Summer,12120,79.81
Snapper,2.54,Sandy,River,Summer,34240,70.47
Mud Crab,4.04,Sandy,Canal,Winter,5570,71.77
Tiger Prawn,2.44,Sandy,River,Winter,28034,87.15
Carp,0.55,Loamy,Canal,Monsoon,24165,80.52
Milkfish,1.21,Clay,Canal,Winter,15583,77.7
Seabass,1.35,Loamy,River,Winter,28887,79.88
Blue Swimmer Crab,3.23,Sandy,Borewell,Winter,2946,71.93
Tuna,1.2,Sandy,Borewell,Winter,39354,75.26
Mud Crab,4.2,Loamy,River,Winter,6567,75.31
King Crab,1.39,Sandy,River,Winter,34813,78.9
Catfish,2.79,Loamy,Canal,Summer,10796,93.98
Tiger Prawn,2.88,Loamy,River,Winter,13151,87.61
Catfish,2.74,Sandy,Canal,Summer,33260,89.67
Tilapia,3.1,Loamy,Borewell,Monsoon,30134,78.07
King Prawn,4.04,Clay,Borewell,Winter,18933,93.35
Snapper,3.46,Sandy,River,Summer,8639,71.75
Pangasius,2.23,Clay,Canal,Monsoon,14268,83.67
Seabass,1.79,Sandy,River,Winter,12386,76.7
Salmon,3.78,Clay,Canal,Monsoon,24359,73.65
Vannamei,2.39,Clay,River,Summer,20998,89.86
Vannamei,1.13,Loamy,River,Summer,23466,74.15
King Prawn,1.62,Sandy,Borewell,Winter,25051,91.02
King Crab,4.4,Sandy,Canal,Winter,13521,83.74
Dungeness Crab,1.34,Loamy,River,Summer,32196,89.61
Cod,2.25,Clay,River,Winter,47404,93.07
Barramundi,2.83,Clay,Borewell,Summer,6720,94.6
Pangasius,1.01,Sandy,Borewell,Summer,21943,87.63
Milkfish,4.78,Sandy,Canal,Summer,17959,84.16
Banana Prawn,4.3,Sandy,Canal,Summer,30017,83.85
Milkfish,1.65,Clay,Borewell,Summer,19032,93.74
King Prawn,2.1,Sandy,Borewell,Monsoon,33331,93.63
Tiger Prawn,2.46,Clay,River,Monsoon,45644,86.0
Barramundi,0.93,Sandy,River,Winter,36252,82.79
Vannamei,1.61,Loamy,Canal,Summer,47867,88.7
Tilapia,0.95,Loamy,Canal,Winter,28296,86.55
Blue Swimmer Crab,4.36,Loamy,River,Winter,12559,80.09
Milkfish,4.21,Sandy,Borewell,Summer,25850,72.01
Banana Prawn,1.66,Sandy,Canal,Winter,22552,92.62
Snapper,3.66,Sandy,River,Monsoon,2032,79.51
Grouper,1.41,Loamy,River,Winter,15683,78.5
Snapper,3.32,Clay,Canal,Winter,28791,94.93
Carp,4.5,Sandy,Borewell,Monsoon,23638,88.2
Banana Prawn,4.28,Clay,Canal,Winter,3318,83.65
Rohu,3.82,Clay,River,Summer,47481,81.77
Black Tiger Shrimp,4.18,Loamy,River,Summer,37672,80.67
King Prawn,4.63,Sandy,Borewell,Winter,35394,72.85
Snapper,3.15,Loamy,Canal,Monsoon,2203,88.3
Snapper,3.1,Loamy,River,Winter,13111,83.37
Rohu,2.0,Clay,Borewell,Summer,37040,82.9
Dungeness Crab,2.65,Loamy,Canal,Summer,40422,81.17
Freshwater Prawn,3.83,Loamy,Canal,Winter,27594,88.54
Snapper,2.45,Loamy,Canal,Monsoon,8387,82.28
Pangasius,4.05,Loamy,Canal,Summer,33615,84.71
Grouper,4.83,Sandy,River,Winter,44240,78.87
Carp,2.44,Sandy,River,Winter,7283,76.44
Soft Shell Crab,0.64,Clay,Borewell,Winter,45455,92.73
Snow Crab,2.44,Sandy,Canal,Winter,4124,93.24
Soft Shell Crab,1.55,Sandy,River,Summer,7054,88.34
Mud Crab,1.58,Loamy,River,Winter,18182,93.12
Seabass,3.29,Loamy,River,Summer,7293,79.27
King Prawn,4.38,Clay,Borewell,Winter,39802,93.11
Tilapia,2.56,Clay,River,Summer,9203,79.63
Black Tiger Shrimp,3.67,Clay,Canal,Monsoon,25666,90.48
Cod,0.87,Loamy,River,Summer,42156,83.71
Soft Shell Crab,3.32,Loamy,Canal,Monsoon,42533,85.69
Salmon,4.27,Clay,Canal,Summer,17243,73.13
Barramundi,3.49,Sandy,River,Winter,42968,72.76
Snow Crab,4.91,Loamy,Canal,Summer,14630,74.48
Black Tiger Shrimp,3.7,Clay,River,Summer,11541,85.45
Tuna,2.4,Clay,Canal,Winter,49713,89.2
Whiteleg Shrimp,4.04,Sandy,Borewell,Summer,8523,84.7
Banana Prawn,2.16,Loamy,River,Winter,11788,74.68
Seabass,0.95,Clay,River,Monsoon,37134,94.79
Pangasius,2.28,Sandy,River,Summer,43321,86.23
Grouper,3.35,Sandy,Canal,Monsoon,37810,84.22
Black Tiger Shrimp,3.81,Clay,Borewell,Summer,46611,88.92
Mud Crab,3.87,Loamy,Borewell,Monsoon,35607,73.78
Tuna,1.62,Loamy,River,Monsoon,49857,91.75
Trout,0.89,Sandy,River,Summer,32919,88.18
Trout,4.82,Clay,River,Summer,38555,88.54
Pangasius,3.5,Loamy,Borewell,Summer,33374,73.29
Freshwater Prawn,4.03,Sandy,Borewell,Monsoon,32476,91.24
Mud Crab,2.81,Clay,Borewell,Winter,27106,87.52
Blue Swimmer Crab,1.07,Sandy,River,Monsoon,44532,85.54
Freshwater Prawn,4.62,Sandy,Canal,Winter,38972,75.85
King Prawn,0.81,Loamy,Canal,Monsoon,13664,93.32
Tilapia,4.99,Sandy,River,Winter,9663,86.84
Trout,1.55,Loamy,Canal,Summer,23879,73.33
Salmon,1.32,Clay,River,Summer,15658,85.46
Tiger Prawn,3.3,Sandy,Canal,Winter,31486,87.37
Freshwater Prawn,2.27,Loamy,Borewell,Summer,48161,84.85
Snapper,1.75,Loamy,Borewell,Monsoon,34289,91.31
Cod,2.33,Sandy,River,Summer,10046,76.98
Milkfish,2.48,Loamy,River,Monsoon,14465,71.86
Carp,1.45,Clay,River,Winter,45236,91.03
Dungeness Crab,1.02,Clay,Borewell,Monsoon,32667,77.55
Seabass,4.49,Loamy,River,Summer,30873,71.25
Tuna,3.27,Loamy,Canal,Summer,29469,74.1
Banana Prawn,2.37,Clay,Borewell,Winter,24334,90.4
Freshwater Prawn,1.45,Sandy,Canal,Summer,46509,93.41
Snow Crab,2.5,Sandy,River,Winter,33510,88.16
Black Tiger Shrimp,1.29,Loamy,Canal,Summer,17993,92.37
Milkfish,2.25,Loamy,Borewell,Summer,15082,93.41
King Prawn,1.95,Clay,River,Monsoon,46129,71.19
Trout,3.79,Loamy,Borewell,Winter,5913,85.24
Mud Crab,3.81,Clay,Canal,Monsoon,12646,70.72
Freshwater Prawn,3.52,Clay,Borewell,Winter,5327,82.45
Dungeness Crab,4.82,Sandy,Borewell,Monsoon,18408,77.62
Barramundi,2.73,Loamy,Borewell,Winter,18509,90.02
Cod,3.95,Loamy,Canal,Winter,47161,90.25
Snow Crab,4.3,Sandy,Borewell,Summer,11194,75.83
Cod,4.14,Sandy,Canal,Monsoon,34736,72.95
Freshwater Prawn,4.29,Clay,River,Summer,47450,75.74
Trout,4.66,Loamy,River,Winter,9831,93.82
Rohu,2.45,Sandy,Borewell,Winter,41812,72.27
Trout,2.33,Clay,Canal,Winter,41744,90.54
King Crab,0.81,Sandy,River,Monsoon,25801,89.13
Grouper,3.7,Sandy,River,Summer,37881,92.86
Whiteleg Shrimp,0.62,Sandy,Borewell,Winter,14792,79.45
Barramundi,3.21,Clay,Canal,Winter,2080,76.1
Tuna,4.22,Loamy,Borewell,Summer,47438,72.81
Mud Crab,3.04,Clay,River,Summer,15585,77.22
Seabass,3.53,Loamy,Canal,Monsoon,46748,80.76
Pangasius,3.59,Loamy,Borewell,Summer,6668,77.46
King Crab,0.69,Clay,River,Summer,4292,79.3
Dungeness Crab,4.56,Clay,Borewell,Summer,46519,89.97
Snow Crab,4.75,Loamy,Borewell,Winter,5348,70.89
Whiteleg Shrimp,1.52,Clay,Canal,Monsoon,32236,78.69
Grouper,3.09,Loamy,Borewell,Monsoon,48080,90.43
Catfish,1.05,Clay,Borewell,Monsoon,41839,78.21
Tiger Prawn,4.99,Sandy,Borewell,Winter,18231,94.5
King Prawn,2.74,Clay,River,Winter,48671,75.26
Tuna,2.66,Loamy,River,Winter,17396,79.17
Tiger Prawn,3.06,Clay,Canal,Winter,2270,79.12
Seabass,1.13,Sandy,Canal,Monsoon,3863,93.91
Rohu,3.65,Clay,Borewell,Monsoon,15266,76.64
Blue Swimmer Crab,4.41,Sandy,River,Monsoon,40798,87.91
Banana Prawn,2.46,Clay,Borewell,Summer,28318,78.77
Tilapia,3.92,Loamy,Canal,Summer,26237,86.47
Trout,1.28,Clay,Canal,Winter,33696,88.83
King Prawn,3.94,Clay,Borewell,Monsoon,4109,77.36
Milkfish,3.77,Sandy,River,Winter,20970,77.49
Black Tiger Shrimp,3.65,Loamy,Canal,Monsoon,12542,82.37
Vannamei,2.3,Loamy,Canal,Monsoon,49855,94.35
Catfish,3.17,Loamy,Borewell,Winter,16287,75.12
Dungeness Crab,4.93,Sandy,River,Monsoon,24438,73.26
Salmon,1.71,Sandy,River,Winter,8311,71.49
Pangasius,2.93,Sandy,River,Summer,8298,78.36
Banana Prawn,2.05,Loamy,Borewell,Winter,2087,70.02
Black Tiger Shrimp,2.03,Clay,River,Summer,31830,87.11
King Prawn,4.71,Loamy,Borewell,Monsoon,23956,75.57
Cod,4.48,Loamy,River,Winter,46414,78.42
Tilapia,2.76,Loamy,River,Summer,5387,92.87
Pangasius,2.74,Sandy,River,Summer,3895,84.3
Pangasius,4.39,Clay,Canal,Winter,37452,79.13
Vannamei,4.87,Sandy,River,Monsoon,29313,82.75
Snapper,1.04,Clay,Borewell,Winter,6652,91.38
Carp,4.55,Clay,Borewell,Summer,43093,74.96
Snapper,4.1,Clay,Borewell,Summer,9321,81.55
Vannamei,4.56,Loamy,Canal,Monsoon,23393,77.03
Banana Prawn,2.91,Loamy,River,Summer,36244,80.94
Snow Crab,2.94,Clay,River,Monsoon,12074,94.02
Barramundi,1.01,Sandy,Canal,Monsoon,18874,73.75
Soft Shell Crab,4.67,Sandy,River,Monsoon,12768,80.04
Freshwater Prawn,1.73,Sandy,River,Winter,41871,85.15
Carp,0.91,Loamy,Canal,Summer,34537,76.7
Whiteleg Shrimp,1.81,Sandy,Canal,Summer,8794,72.05
Barramundi,3.97,Sandy,River,Monsoon,23881,87.23
Snapper,3.89,Sandy,Borewell,Winter,35754,71.61
Tuna,2.61,Sandy,River,Monsoon,2309,77.02
Black Tiger Shrimp,4.64,Clay,Borewell,Winter,4048,85.36
Banana Prawn,1.94,Loamy,Borewell,Monsoon,21773,75.72
Milkfish,2.84,Sandy,Borewell,Monsoon,31560,81.21
Banana Prawn,2.66,Loamy,River,Summer,41733,90.59
Milkfish,4.21,Sandy,Borewell,Monsoon,14163,92.42
Seabass,2.06,Clay,River,Monsoon,4115,85.62
Tuna,2.12,Clay,River,Winter,7253,76.68
Trout,2.69,Clay,River,Summer,31270,73.5
King Crab,4.82,Loamy,Borewell,Winter,14006,94.85
Blue Swimmer Crab,1.31,Sandy,River,Winter,26823,88.13
Mud Crab,3.18,Clay,Borewell,Summer,36281,73.31
Cod,2.08,Clay,Borewell,Winter,49557,81.34
Vannamei,4.1,Sandy,Canal,Monsoon,36411,77.04
King Prawn,0.87,Sandy,Borewell,Summer,25139,81.8
Snow Crab,3.59,Sandy,River,Winter,13525,90.82
Dungeness Crab,1.64,Clay,Borewell,Monsoon,8582,94.65
Tiger Prawn,4.1,Clay,River,Summer,5669,90.03
Tuna,2.86,Sandy,River,Winter,48819,92.33
Soft Shell Crab,1.59,Sandy,River,Winter,30420,84.53
Tiger Prawn,4.46,Sandy,Borewell,Summer,6629,75.48
Trout,1.31,Clay,Borewell,Winter,14847,75.91
Cod,2.89,Clay,River,Winter,2770,83.4
Vannamei,0.85,Loamy,River,Monsoon,13274,92.47
Catfish,3.12,Clay,Borewell,Monsoon,24498,70.77
Barramundi,1.41,Sandy,River,Monsoon,3033,71.86
Vannamei,1.46,Clay,River,Summer,22228,78.17
Banana Prawn,2.05,Loamy,Borewell,Monsoon,32228,86.76
Carp,2.44,Sandy,River,Winter,33726,79.06
Carp,2.87,Loamy,Borewell,Winter,19311,72.67
Soft Shell Crab,3.73,Clay,Canal,Summer,33325,84.93
Milkfish,4.01,Sandy,Canal,Winter,47890,93.59
Tuna,2.61,Loamy,Borewell,Monsoon,8874,79.31
Carp,4.47,Clay,Canal,Summer,12892,82.15
Snapper,0.61,Loamy,River,Winter,6075,87.12
Dungeness Crab,2.39,Sandy,Borewell,Monsoon,31681,90.28
Mud Crab,3.6,Sandy,Canal,Summer,26013,86.03
Grouper,2.59,Clay,River,Monsoon,25230,93.04
Vannamei,2.65,Sandy,River,Monsoon,21756,94.28
Vannamei,1.68,Sandy,Borewell,Winter,29635,71.55
Barramundi,4.39,Loamy,River,Winter,18021,82.16
Tiger Prawn,0.83,Clay,Canal,Winter,43671,78.33
Barramundi,1.17,Clay,River,Winter,23560,91.51
Vannamei,4.08,Sandy,Borewell,Monsoon,12710,94.52
Milkfish,1.0,Loamy,Borewell,Monsoon,17746,88.11
King Prawn,4.12,Loamy,Canal,Summer,22886,88.35
Snapper,2.46,Sandy,River,Summer,14864,80.64
Pangasius,1.79,Sandy,River,Monsoon,11655,82.07
Snow Crab,1.55,Sandy,Borewell,Winter,7786,81.81
Cod,4.39,Sandy,River,Winter,25150,87.88
Rohu,4.45,Loamy,River,Summer,39145,80.62
Salmon,3.48,Sandy,River,Monsoon,31343,81.82
Salmon,0.55,Loamy,Borewell,Summer,12764,92.79
Cod,0.64,Clay,River,Summer,15662,80.7
Snapper,3.72,Loamy,River,Summer,46452,81.82
Seabass,3.35,Loamy,Canal,Monsoon,45730,77.93
Vannamei,4.21,Clay,Borewell,Monsoon,46219,76.15
Tilapia,3.44,Loamy,Canal,Summer,37796,85.2
