Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
25.7,7.31,6.47,19.73,14.49,1,White Spot,Lime Treatment
31.3,8.18,5.82,24.74,57.48,0,None,None
31.1,7.6,6.54,19.01,52.79,1,White Spot,Lime Treatment
31.5,7.69,5.6,15.48,20.56,0,None,None
24.9,7.62,6.61,24.14,30.91,1,White Spot,Lime Treatment
31.4,6.74,4.46,15.48,22.22,0,None,None
25.3,8.49,4.3,23.02,15.42,1,White Spot,Lime Treatment
26.0,8.18,6.7,7.03,15.06,1,White Spot,Lime Treatment
30.6,8.35,6.14,23.85,14.1,0,None,None
25.0,6.86,5.86,16.16,29.42,1,White Spot,Lime Treatment
26.7,7.68,6.85,14.22,40.03,0,None,None
29.0,7.46,4.31,18.47,19.32,0,None,None
25.4,6.77,6.29,13.02,11.62,1,White Spot,Lime Treatment
29.2,7.43,6.65,17.88,56.43,0,None,None
30.7,7.81,6.96,19.61,47.78,1,White Spot,Lime Treatment
30.3,7.05,6.89,8.42,49.08,1,White Spot,Lime Treatment
28.5,7.07,6.79,12.85,11.05,0,None,None
26.0,8.36,6.42,8.9,51.69,1,White Spot,Lime Treatment
31.9,7.83,4.21,21.55,56.4,0,None,None
27.1,6.62,4.17,15.33,28.69,1,White Spot,Lime Treatment
27.0,7.4,6.54,10.36,40.26,0,None,None
28.0,7.39,4.45,15.05,29.55,0,None,None
27.0,7.18,6.04,24.07,15.83,0,None,None
25.8,8.44,5.7,6.12,19.02,0,None,None
24.0,8.39,5.06,17.41,21.34,0,None,None
26.2,7.88,6.25,13.84,42.72,0,None,None
25.3,8.17,6.05,18.7,36.86,0,None,None
24.4,8.44,4.35,7.15,56.75,1,White Spot,Lime Treatment
29.9,7.14,6.39,8.07,36.78,1,White Spot,Lime Treatment
28.2,7.56,6.11,6.39,49.28,1,White Spot,Lime Treatment
24.5,8.17,6.03,19.21,46.8,0,None,None
28.9,6.85,5.64,19.36,40.69,1,White Spot,Lime Treatment
31.2,7.77,4.17,8.12,47.4,1,White Spot,Lime Treatment
26.1,7.47,5.94,16.65,40.03,1,White Spot,Lime Treatment
25.9,8.23,5.72,11.01,34.58,1,White Spot,Lime Treatment
24.2,8.05,5.38,23.17,36.35,1,White Spot,Lime Treatment
29.2,6.64,6.54,14.19,22.45,1,White Spot,Lime Treatment
25.9,8.45,4.06,15.37,10.58,1,White Spot,Lime Treatment
31.3,7.26,6.27,23.97,12.61,1,White Spot,Lime Treatment
31.8,7.47,5.46,16.65,26.62,1,White Spot,Lime Treatment
27.4,7.04,5.95,15.08,35.02,0,None,None
30.0,6.89,4.06,22.08,41.52,1,White Spot,Lime Treatment
30.2,8.48,6.09,12.22,25.71,0,None,None
26.4,8.02,6.09,9.76,44.61,1,White Spot,Lime Treatment
28.2,6.71,5.67,21.51,10.43,0,None,None
26.0,6.75,6.54,7.73,50.65,1,White Spot,Lime Treatment
31.6,6.67,4.17,8.14,14.45,1,White Spot,Lime Treatment
30.3,8.42,4.75,10.66,12.66,0,None,None
27.9,7.84,6.8,18.58,56.14,0,None,None
30.7,8.42,5.97,19.44,36.35,1,White Spot,Lime Treatment
29.0,6.9,6.28,7.26,18.78,0,None,None
25.6,7.45,6.07,7.01,31.52,0,None,None
25.9,7.88,5.87,11.31,36.43,1,White Spot,Lime Treatment
31.9,8.05,5.42,14.14,22.84,0,None,None
28.7,7.61,6.08,16.67,33.44,1,White Spot,Lime Treatment
24.8,7.25,5.93,14.13,11.54,1,White Spot,Lime Treatment
26.8,7.63,5.08,13.65,25.97,0,None,None
27.8,7.64,4.65,19.04,23.53,1,White Spot,Lime Treatment
31.6,8.42,6.88,21.37,13.3,1,White Spot,Lime Treatment
26.8,8.47,6.75,5.31,30.34,0,None,None
25.3,6.62,6.46,13.59,21.28,0,None,None
24.1,7.42,4.5,23.88,46.46,0,None,None
31.1,7.91,6.46,13.41,22.29,0,None,None
25.8,7.74,6.52,7.6,28.29,1,White Spot,Lime Treatment
30.9,6.98,4.49,20.37,31.32,1,White Spot,Lime Treatment
26.8,7.1,6.36,21.98,51.27,0,None,None
25.3,8.27,6.07,11.61,42.75,1,White Spot,Lime Treatment
24.5,6.63,6.5,6.42,18.52,0,None,None
28.2,7.5,6.59,21.79,19.0,0,None,None
30.8,7.34,4.69,9.52,18.67,0,None,None
30.7,7.22,4.83,23.42,24.66,1,White Spot,Lime Treatment
30.1,7.03,5.21,5.26,19.49,1,White Spot,Lime Treatment
27.3,8.19,4.05,12.06,25.48,1,White Spot,Lime Treatment
25.2,6.52,4.89,20.49,54.31,1,White Spot,Lime Treatment
24.0,7.17,5.05,5.95,18.13,0,None,None
29.5,6.55,4.53,15.15,46.42,0,None,None
30.4,7.12,4.14,6.64,15.88,0,None,None
25.0,7.96,4.71,12.43,57.71,0,None,None
29.2,8.04,5.41,15.49,18.93,1,White Spot,Lime Treatment
31.6,6.54,5.45,11.69,42.59,0,None,None
25.4,6.52,5.52,11.12,20.56,1,White Spot,Lime Treatment
25.8,7.11,6.59,13.0,35.2,0,None,None
30.1,6.93,5.05,12.56,42.89,0,None,None
25.3,7.78,5.69,6.62,38.33,1,White Spot,Lime Treatment
29.9,7.59,6.25,24.9,33.96,0,None,None
31.5,6.59,4.86,9.17,51.51,0,None,None
28.4,6.69,6.08,22.87,13.01,1,White Spot,Lime Treatment
26.4,7.78,4.83,10.77,38.74,0,None,None
24.4,6.87,6.08,5.64,51.94,1,White Spot,Lime Treatment
27.7,6.73,4.94,9.64,30.34,0,None,None
32.0,7.46,6.44,18.24,54.89,0,None,None
27.1,7.36,4.78,15.55,28.06,1,White Spot,Lime Treatment
25.4,7.61,4.34,6.92,45.08,0,None,None
28.6,6.92,4.98,24.2,53.57,1,White Spot,Lime Treatment
27.3,8.23,4.2,19.57,48.71,0,None,None
25.1,6.61,5.82,19.23,25.17,1,White Spot,Lime Treatment
28.5,6.51,6.19,18.42,14.08,1,White Spot,Lime Treatment
26.2,8.32,5.45,7.81,24.69,1,White Spot,Lime Treatment
30.4,7.23,5.23,11.19,23.59,1,White Spot,Lime Treatment
27.7,7.53,4.6,13.56,32.9,1,White Spot,Lime Treatment
31.6,8.32,6.36,24.93,45.63,0,None,None
30.2,8.3,5.31,21.21,37.48,1,White Spot,Lime Treatment
26.7,6.68,5.22,11.35,23.92,1,White Spot,Lime Treatment
28.1,7.47,4.64,14.29,36.76,0,None,None
24.4,7.36,4.48,22.37,33.54,0,None,None
28.9,7.47,4.36,12.53,45.82,1,White Spot,Lime Treatment
30.7,7.14,5.76,6.45,37.61,1,White Spot,Lime Treatment
27.2,8.32,4.1,8.31,41.65,1,White Spot,Lime Treatment
24.2,7.03,4.63,18.71,43.54,0,None,None
25.2,7.41,4.57,9.18,14.09,0,None,None
30.1,6.87,5.65,10.06,58.18,0,None,None
27.7,8.48,5.66,5.38,52.11,1,White Spot,Lime Treatment
26.2,7.1,4.65,22.01,41.67,0,None,None
29.4,7.34,6.0,22.93,47.31,0,None,None
26.4,7.04,5.56,15.92,32.68,1,White Spot,Lime Treatment
28.2,7.9,6.33,11.91,41.38,1,White Spot,Lime Treatment
30.4,7.49,6.77,17.13,48.17,1,White Spot,Lime Treatment
25.1,8.17,5.15,14.8,35.07,1,White Spot,Lime Treatment
31.2,8.29,5.17,20.08,21.83,0,None,None
29.7,8.11,5.46,10.93,23.23,0,None,None
30.6,8.45,4.54,22.34,27.34,1,White Spot,Lime Treatment
29.8,6.67,4.8,19.31,51.59,0,None,None
25.9,8.37,4.46,19.05,25.45,0,None,None
28.4,6.55,4.83,12.93,49.6,0,None,None
30.5,6.76,4.04,15.19,52.47,1,White Spot,Lime Treatment
25.1,7.88,4.72,18.79,59.47,1,White Spot,Lime Treatment
26.4,8.44,4.95,23.74,57.96,1,White Spot,Lime Treatment
31.6,6.76,5.12,23.01,44.22,1,White Spot,Lime Treatment
24.4,7.04,5.51,20.0,47.7,0,None,None
25.9,6.99,5.56,12.21,41.12,0,None,None
30.2,8.25,5.64,17.4,20.4,1,White Spot,Lime Treatment
26.8,8.31,5.9,20.8,29.66,0,None,None
25.0,8.11,5.05,19.83,35.26,1,White Spot,Lime Treatment
29.2,7.27,5.9,5.06,47.21,0,None,None
29.3,7.09,4.03,6.27,41.46,0,None,None
31.6,8.47,4.23,11.76,42.25,0,None,None
28.9,7.88,4.49,24.94,47.59,1,White Spot,Lime Treatment
27.4,8.33,4.55,7.19,15.28,0,None,None
30.4,8.3,5.78,15.47,56.08,1,White Spot,Lime Treatment
31.4,6.63,5.35,22.72,39.22,0,None,None
25.2,7.63,6.19,17.35,35.95,0,None,None
25.6,7.1,5.57,22.73,34.09,1,White Spot,Lime Treatment
31.3,7.04,4.82,10.62,30.77,1,White Spot,Lime Treatment
26.7,7.46,4.5,13.48,31.76,1,White Spot,Lime Treatment
31.8,8.12,5.91,12.21,30.33,0,None,None
24.6,7.65,5.64,14.08,13.92,0,None,None
29.5,6.85,6.96,24.84,33.12,1,White Spot,Lime Treatment
26.0,8.4,4.31,16.81,31.64,0,None,None
28.3,8.49,4.73,8.46,16.95,1,White Spot,Lime Treatment
25.9,6.51,5.93,11.42,18.63,0,None,None
26.6,8.09,6.02,9.12,45.32,1,White Spot,Lime Treatment
27.8,7.67,6.19,23.27,12.72,0,None,None
26.9,6.92,6.64,24.85,34.07,1,White Spot,Lime Treatment
30.0,6.66,6.6,19.84,33.41,1,White Spot,Lime Treatment
25.0,8.13,6.43,11.66,47.46,1,White Spot,Lime Treatment
24.6,7.9,5.26,21.55,12.33,0,None,None
29.1,8.06,4.55,12.42,11.31,0,None,None
26.9,7.03,4.57,7.98,30.35,0,None,None
28.8,7.26,4.21,7.72,40.44,0,None,None
24.4,8.02,6.41,6.91,15.02,1,White Spot,Lime Treatment
28.2,8.04,4.26,23.72,33.64,0,None,None
25.5,7.8,6.27,7.17,50.56,1,White Spot,Lime Treatment
30.3,7.13,5.82,14.66,45.71,1,White Spot,Lime Treatment
29.2,6.53,5.05,15.61,40.53,0,None,None
28.4,8.2,6.09,18.9,40.22,1,White Spot,Lime Treatment
31.4,7.89,4.03,9.64,29.32,1,White Spot,Lime Treatment
31.6,6.61,4.85,10.53,15.43,1,White Spot,Lime Treatment
27.4,7.89,6.18,11.89,14.04,0,None,None
31.1,7.46,5.82,20.98,20.94,0,None,None
25.1,7.22,4.77,17.57,11.0,0,None,None
29.7,8.31,4.26,21.53,59.8,1,White Spot,Lime Treatment
24.1,7.75,5.74,24.8,11.03,0,None,None
27.6,6.76,6.31,5.8,14.63,1,White Spot,Lime Treatment
31.8,8.07,5.52,9.88,32.01,0,None,None
26.7,7.2,6.61,8.98,34.23,0,None,None
29.4,8.21,6.65,16.14,38.79,1,White Spot,Lime Treatment
24.0,7.81,6.46,11.03,58.23,1,White Spot,Lime Treatment
25.6,8.43,4.45,13.3,28.65,0,None,None
25.3,7.98,4.41,10.06,11.69,1,White Spot,Lime Treatment
31.9,8.0,5.23,5.56,17.83,1,White Spot,Lime Treatment
31.5,8.16,5.11,21.01,51.96,0,None,None
24.7,6.67,4.69,23.96,58.05,1,White Spot,Lime Treatment
30.2,7.16,5.08,20.5,28.31,0,None,None
31.9,7.04,5.45,13.98,13.03,1,White Spot,Lime Treatment
31.5,8.36,4.46,16.4,23.9,0,None,None
29.2,7.38,5.35,5.99,44.47,0,None,None
29.7,7.47,5.95,17.75,28.67,0,None,None
24.3,8.19,6.23,22.87,53.8,1,White Spot,Lime Treatment
24.2,6.72,5.68,13.99,48.53,0,None,None
26.8,7.99,4.02,15.96,17.63,0,None,None
29.1,7.69,4.64,7.59,48.82,1,White Spot,Lime Treatment
26.9,8.34,6.06,24.62,51.24,1,White Spot,Lime Treatment
29.7,8.46,4.93,15.59,54.78,0,None,None
29.7,8.15,5.19,24.3,39.92,1,White Spot,Lime Treatment
25.5,7.13,6.63,19.4,45.01,1,White Spot,Lime Treatment
28.2,7.45,4.69,5.52,45.0,0,None,None
31.8,7.89,4.58,9.53,13.69,0,None,None
28.6,7.5,4.77,17.73,28.32,0,None,None
29.2,8.13,4.75,20.62,54.01,1,White Spot,Lime Treatment
28.7,8.26,5.37,19.99,30.54,0,None,None
31.4,6.77,6.81,9.12,16.21,1,White Spot,Lime Treatment
26.1,7.85,5.11,17.93,35.66,1,White Spot,Lime Treatment
24.5,7.42,5.68,20.52,30.07,1,White Spot,Lime Treatment
32.0,8.13,5.36,7.75,58.13,1,White Spot,Lime Treatment
31.0,7.1,4.38,17.54,51.4,0,None,None
25.0,8.08,4.48,20.6,40.88,1,White Spot,Lime Treatment
29.2,6.65,4.4,11.97,14.45,1,White Spot,Lime Treatment
26.2,7.87,4.89,22.25,22.65,0,None,None
29.4,6.92,5.51,13.51,42.02,1,White Spot,Lime Treatment
26.6,7.4,4.12,23.33,51.13,0,None,None
31.6,7.83,6.63,20.01,41.2,0,None,None
25.8,6.9,5.42,18.58,52.53,1,White Spot,Lime Treatment
26.4,7.01,6.1,11.06,37.71,1,White Spot,Lime Treatment
29.0,6.59,4.43,7.83,49.37,1,White Spot,Lime Treatment
27.9,7.65,4.19,6.45,54.22,1,White Spot,Lime Treatment
26.4,6.97,5.13,5.68,45.18,1,White Spot,Lime Treatment
31.0,6.66,4.2,17.76,27.29,1,White Spot,Lime Treatment
28.7,7.4,6.91,13.26,15.99,1,White Spot,Lime Treatment
26.9,7.22,5.87,22.9,27.78,0,None,None
29.8,8.23,6.68,15.72,54.08,0,None,None
26.9,6.76,4.85,18.07,22.06,0,None,None
24.2,7.69,4.17,11.28,48.29,0,None,None
30.4,8.4,5.4,17.11,12.92,0,None,None
26.7,8.05,5.49,23.34,43.95,0,None,None
27.9,7.89,4.46,9.73,29.86,1,White Spot,Lime Treatment
25.2,8.35,5.81,10.07,33.2,1,White Spot,Lime Treatment
31.5,8.06,6.89,9.33,50.91,0,None,None
25.4,8.06,6.16,14.62,29.21,1,White Spot,Lime Treatment
31.6,7.49,6.59,18.46,21.1,1,White Spot,Lime Treatment
27.2,7.99,6.63,20.62,37.28,1,White Spot,Lime Treatment
30.2,8.31,4.77,15.13,51.29,0,None,None
31.6,7.54,6.27,10.38,27.19,0,None,None
28.3,7.85,4.47,21.37,58.24,1,White Spot,Lime Treatment
26.4,6.96,6.93,16.24,38.17,1,White Spot,Lime Treatment
29.6,8.34,6.93,15.19,45.6,0,None,None
26.4,7.54,4.43,22.18,31.62,0,None,None
25.9,6.86,5.54,6.97,16.7,1,White Spot,Lime Treatment
27.0,7.86,6.69,11.1,31.99,1,White Spot,Lime Treatment
29.0,8.31,5.71,9.91,27.85,0,None,None
30.1,7.14,6.79,12.93,46.56,0,None,None
29.4,7.35,5.12,14.31,53.11,0,None,None
27.2,7.44,5.09,9.75,26.55,0,None,None
31.1,7.2,6.27,23.51,18.75,0,None,None
30.7,7.69,6.61,22.7,11.15,1,White Spot,Lime Treatment
30.2,8.37,4.36,17.49,19.34,1,White Spot,Lime Treatment
24.6,6.73,6.12,16.11,52.58,1,White Spot,Lime Treatment
30.0,8.24,6.84,21.37,11.26,0,None,None
31.8,7.03,4.24,14.91,15.19,1,White Spot,Lime Treatment
29.7,7.63,5.63,17.42,52.68,1,White Spot,Lime Treatment
26.8,8.42,6.16,18.43,13.79,1,White Spot,Lime Treatment
30.8,7.69,4.33,22.42,21.45,0,None,None
30.9,7.82,4.72,7.39,30.0,1,White Spot,Lime Treatment
24.0,7.46,6.57,12.38,36.01,1,White Spot,Lime Treatment
27.8,6.99,6.54,14.42,58.23,1,White Spot,Lime Treatment
30.3,7.31,5.67,21.99,46.85,0,None,None
28.2,8.06,4.76,18.66,36.82,0,None,None
28.5,7.53,5.48,22.84,58.88,0,None,None
25.3,6.7,5.14,20.55,14.62,0,None,None
29.5,7.99,4.55,20.83,48.57,1,White Spot,Lime Treatment
27.8,7.04,6.07,11.11,17.94,0,None,None
30.9,7.91,4.14,17.54,52.13,0,None,None
26.1,7.88,5.76,9.25,12.21,1,White Spot,Lime Treatment
29.8,7.42,4.22,12.16,32.87,0,None,None
24.2,7.6,5.02,5.15,30.88,1,White Spot,Lime Treatment
30.9,7.84,6.6,12.11,42.93,1,White Spot,Lime Treatment
26.9,7.0,5.01,7.17,18.41,0,None,None
25.8,6.96,5.38,9.79,44.6,1,White Spot,Lime Treatment
27.4,8.0,5.7,18.07,16.85,1,White Spot,Lime Treatment
25.1,7.14,6.7,10.17,37.55,0,None,None
29.2,6.72,6.95,10.36,23.09,0,None,None
29.2,7.57,5.15,17.25,26.4,0,None,None
24.1,7.87,6.32,15.6,22.34,0,None,None
28.3,6.52,6.54,9.04,40.16,1,White Spot,Lime Treatment
31.9,6.76,6.07,10.48,56.18,1,White Spot,Lime Treatment
31.4,6.99,6.12,6.41,17.01,0,None,None
24.5,8.02,4.27,18.59,52.49,0,None,None
26.1,6.66,6.77,17.07,43.72,1,White Spot,Lime Treatment
28.4,7.83,4.92,20.62,44.47,0,None,None
28.7,7.47,5.73,17.06,38.31,0,None,None
31.5,8.26,6.3,21.97,15.06,0,None,None
24.9,8.41,4.73,17.16,26.54,1,White Spot,Lime Treatment
30.0,7.76,5.79,5.78,14.4,0,None,None
24.8,6.57,5.01,11.41,31.06,0,None,None
30.6,7.13,4.96,17.75,39.47,1,White Spot,Lime Treatment
29.1,8.3,6.22,23.1,39.98,0,None,None
28.9,6.57,5.67,15.1,15.77,1,White Spot,Lime Treatment
28.7,8.04,4.15,12.26,17.01,1,White Spot,Lime Treatment
31.1,6.51,6.11,22.11,35.94,1,White Spot,Lime Treatment
30.4,7.57,6.39,11.03,57.1,1,White Spot,Lime Treatment
26.3,7.9,7.0,21.47,35.67,0,None,None
27.3,6.97,4.63,9.4,42.71,0,None,None
25.3,7.83,6.6,11.2,29.5,0,None,None
28.6,7.33,4.04,18.95,40.51,1,White Spot,Lime Treatment
27.2,6.84,4.65,24.76,11.36,1,White Spot,Lime Treatment
24.8,7.27,5.23,18.93,46.03,0,None,None
25.7,7.14,5.04,7.95,51.89,0,None,None
25.7,6.72,5.73,16.27,41.81,0,None,None
24.0,8.34,5.7,7.18,30.84,1,White Spot,Lime Treatment
26.7,8.27,4.79,16.83,14.84,1,White Spot,Lime Treatment
27.7,7.34,6.74,14.47,25.75,1,White Spot,Lime Treatment
26.7,6.69,4.75,11.05,20.24,1,White Spot,Lime Treatment
27.9,8.36,5.21,23.62,16.28,1,White Spot,Lime Treatment
27.6,7.39,6.2,19.14,31.67,1,White Spot,Lime Treatment
28.6,7.09,4.12,6.62,55.83,0,None,None
26.4,6.58,6.36,24.7,20.53,0,None,None
24.5,7.74,5.11,23.14,46.11,1,White Spot,Lime Treatment
29.3,6.55,4.98,23.63,38.12,1,White Spot,Lime Treatment
25.6,8.31,5.1,23.41,57.51,1,White Spot,Lime Treatment
24.6,7.05,6.13,7.86,57.14,1,White Spot,Lime Treatment
24.1,6.75,4.92,16.2,56.86,0,None,None
31.8,8.15,5.42,21.8,39.93,1,White Spot,Lime Treatment
27.7,8.35,5.97,6.01,18.13,1,White Spot,Lime Treatment
27.2,7.55,5.31,6.87,11.48,0,None,None
27.4,7.91,5.42,7.98,32.39,1,White Spot,Lime Treatment
28.8,8.42,5.36,16.28,46.64,0,None,None
27.4,7.0,6.45,10.42,38.53,0,None,None
25.4,6.69,5.29,16.18,35.44,1,White Spot,Lime Treatment
26.8,6.5,6.2,21.32,20.94,1,White Spot,Lime Treatment
27.0,8.49,5.74,20.69,27.55,0,None,None
26.8,7.68,6.26,15.16,47.49,1,White Spot,Lime Treatment
26.2,8.18,6.94,6.69,49.91,1,White Spot,Lime Treatment
30.5,6.85,5.98,9.45,26.96,1,White Spot,Lime Treatment
27.2,8.25,4.77,16.33,12.38,0,None,None
26.3,7.08,6.45,14.51,58.43,1,White Spot,Lime Treatment
31.4,8.37,5.64,16.11,46.69,1,White Spot,Lime Treatment
30.8,8.39,6.86,18.98,12.14,1,White Spot,Lime Treatment
32.0,6.91,6.17,18.07,32.73,1,White Spot,Lime Treatment
30.1,7.63,5.68,14.17,37.04,0,None,None
28.4,8.47,4.65,15.1,21.3,0,None,None
30.2,6.64,6.63,18.09,39.84,0,None,None
24.6,8.46,5.7,12.24,50.46,0,None,None
27.5,6.79,4.34,5.09,15.09,1,White Spot,Lime Treatment
24.0,7.26,5.59,22.29,23.05,0,None,None
26.8,8.26,6.69,13.35,42.8,0,None,None
28.8,6.73,5.2,22.5,34.4,0,None,None
31.4,6.69,6.37,19.99,20.91,0,None,None
26.5,7.66,6.42,11.06,29.46,1,White Spot,Lime Treatment
30.0,7.4,4.66,13.08,22.56,0,None,None
31.5,8.03,4.61,14.55,24.4,0,None,None
29.4,7.1,4.62,12.43,45.06,0,None,None
31.8,8.0,5.73,15.56,45.62,0,None,None
30.4,8.49,4.75,5.74,58.64,0,None,None
25.1,7.85,4.84,17.35,58.95,0,None,None
26.5,7.2,5.73,8.41,32.47,0,None,None
30.7,7.73,6.62,6.92,27.51,1,White Spot,Lime Treatment
31.8,7.82,6.98,22.59,14.06,1,White Spot,Lime Treatment
28.0,7.41,4.38,8.29,46.61,0,None,None
31.8,7.02,5.26,21.55,34.79,1,White Spot,Lime Treatment
26.6,7.09,6.79,17.42,34.28,1,White Spot,Lime Treatment
31.6,6.97,5.72,8.81,54.66,1,White Spot,Lime Treatment
29.7,6.75,4.44,12.19,20.2,1,White Spot,Lime Treatment
29.7,7.94,5.11,10.95,18.13,1,White Spot,Lime Treatment
27.6,6.62,4.92,15.38,59.18,1,White Spot,Lime Treatment
29.6,7.59,5.68,7.03,12.59,0,None,None
30.2,7.18,5.97,21.27,37.07,0,None,None
27.5,8.24,4.04,9.96,16.42,1,White Spot,Lime Treatment
25.6,8.43,4.43,19.48,51.31,1,White Spot,Lime Treatment
27.7,6.61,5.65,15.16,37.04,1,White Spot,Lime Treatment
26.7,7.54,6.34,9.72,13.31,1,White Spot,Lime Treatment
27.3,7.53,4.5,12.08,58.12,0,None,None
27.1,8.49,5.91,7.17,43.53,0,None,None
28.8,8.0,6.6,19.02,40.1,1,White Spot,Lime Treatment
30.4,7.29,6.43,20.57,10.93,0,None,None
26.6,7.93,4.43,14.18,29.43,1,White Spot,Lime Treatment
26.6,6.69,5.68,9.04,26.84,1,White Spot,Lime Treatment
26.4,6.74,6.66,8.62,24.14,0,None,None
27.2,6.93,6.08,6.85,25.49,1,White Spot,Lime Treatment
30.1,7.51,5.75,16.26,12.68,0,None,None
25.5,7.88,6.65,16.98,50.59,0,None,None
26.1,7.2,4.46,22.93,17.48,0,None,None
26.1,8.17,5.87,11.66,37.73,0,None,None
31.2,6.78,5.4,16.21,58.26,0,None,None
31.8,7.2,4.59,17.54,41.53,0,None,None
27.8,8.34,5.44,17.99,36.14,1,White Spot,Lime Treatment
31.7,8.33,5.41,18.94,15.56,0,None,None
28.4,8.15,7.0,8.33,48.03,1,White Spot,Lime Treatment
26.7,7.46,6.66,13.04,34.24,1,White Spot,Lime Treatment
29.7,8.03,6.06,6.34,49.56,1,White Spot,Lime Treatment
24.6,7.07,4.75,18.34,34.58,1,White Spot,Lime Treatment
24.7,6.53,4.55,24.56,42.84,1,White Spot,Lime Treatment
24.5,6.53,4.7,9.41,33.88,0,None,None
29.1,8.45,6.04,5.77,38.56,0,None,None
27.5,7.98,4.62,14.57,11.12,0,None,None
27.6,7.59,4.88,24.7,34.67,1,White Spot,Lime Treatment
26.0,8.34,6.89,17.8,52.03,1,White Spot,Lime Treatment
27.9,7.41,4.45,16.22,32.43,1,White Spot,Lime Treatment
27.2,7.29,5.87,18.09,14.42,1,White Spot,Lime Treatment
24.4,7.38,6.88,20.28,36.58,0,None,None
25.2,8.3,4.96,10.23,44.51,1,White Spot,Lime Treatment
25.8,6.5,5.59,9.05,45.06,1,White Spot,Lime Treatment
27.5,6.97,6.69,5.02,36.87,0,None,None
28.1,7.46,5.05,8.14,19.54,1,White Spot,Lime Treatment
25.2,8.13,5.01,7.51,10.32,1,White Spot,Lime Treatment
24.2,7.8,4.97,15.18,33.43,0,None,None
30.3,8.19,4.89,5.68,13.15,1,White Spot,Lime Treatment
24.8,8.06,6.03,23.25,56.3,0,None,None
29.2,8.27,5.71,6.71,43.65,0,None,None
30.8,8.07,6.95,20.16,53.13,1,White Spot,Lime Treatment
28.2,8.02,5.12,14.24,46.08,0,None,None
26.7,7.02,4.5,19.36,34.31,1,White Spot,Lime Treatment
30.7,8.22,4.99,22.63,17.46,1,White Spot,Lime Treatment
27.1,7.36,4.07,16.41,43.84,0,None,None
27.5,8.42,4.74,21.52,19.49,1,White Spot,Lime Treatment
28.1,7.31,4.67,21.34,36.97,1,White Spot,Lime Treatment
24.3,8.38,6.3,7.51,25.72,1,White Spot,Lime Treatment
30.4,8.39,5.54,6.62,54.84,0,None,None
24.4,7.81,4.69,6.72,45.26,0,None,None
28.6,8.32,4.99,22.01,41.64,0,None,None
31.5,6.87,4.84,15.81,33.86,0,None,None
29.8,8.28,5.82,8.0,37.61,0,None,None
29.7,7.77,6.51,15.09,44.96,0,None,None
24.7,6.56,4.93,8.66,18.21,1,White Spot,Lime Treatment
29.8,7.25,6.45,17.37,28.74,0,None,None
31.2,8.09,6.99,13.43,32.47,0,None,None
29.9,7.65,5.94,6.54,58.09,0,None,None
31.0,7.86,6.17,20.3,43.03,0,None,None
31.0,6.91,5.41,19.23,13.47,1,White Spot,Lime Treatment
29.3,8.24,5.13,19.08,42.82,1,White Spot,Lime Treatment
28.6,7.55,6.69,16.66,38.07,1,White Spot,Lime Treatment
30.5,7.49,6.91,23.17,35.76,1,White Spot,Lime Treatment
24.1,7.85,4.71,7.24,11.95,0,None,None
30.9,6.64,5.06,18.03,30.55,0,None,None
27.0,7.66,6.68,16.66,18.91,1,White Spot,Lime Treatment
26.2,6.83,4.87,22.27,54.03,0,None,None
26.7,7.53,4.12,7.99,47.28,0,None,None
29.8,7.06,5.78,6.33,46.26,1,White Spot,Lime Treatment
26.3,7.31,4.63,7.94,36.16,1,White Spot,Lime Treatment
30.3,7.69,4.48,6.85,54.35,1,White Spot,Lime Treatment
29.5,6.86,5.13,18.03,27.3,1,White Spot,Lime Treatment
28.2,8.42,4.52,7.65,51.07,1,White Spot,Lime Treatment
31.0,8.12,5.5,19.17,16.53,1,White Spot,Lime Treatment
25.4,7.7,6.57,19.69,52.04,1,White Spot,Lime Treatment
27.9,6.82,4.16,12.99,15.0,1,White Spot,Lime Treatment
26.8,7.99,4.17,14.03,38.65,1,White Spot,Lime Treatment
27.5,6.72,5.65,7.76,48.25,0,None,None
25.4,6.86,5.76,14.41,47.82,0,None,None
25.9,8.25,5.77,21.77,44.21,0,None,None
25.0,8.19,5.47,17.71,17.63,0,None,None
24.4,6.92,5.41,23.61,45.55,0,None,None
28.0,6.54,5.46,23.12,15.74,1,White Spot,Lime Treatment
30.1,7.99,4.4,15.65,17.11,1,White Spot,Lime Treatment
30.5,6.89,5.67,14.58,52.87,0,None,None
30.9,7.93,4.06,24.57,32.85,1,White Spot,Lime Treatment
29.1,7.62,6.1,23.07,41.78,1,White Spot,Lime Treatment
31.6,7.08,5.29,21.02,29.95,0,None,None
25.9,6.73,5.97,16.84,47.28,0,None,None
26.0,7.54,4.16,7.14,15.43,0,None,None
29.0,8.16,4.15,5.71,29.55,1,White Spot,Lime Treatment
24.4,7.25,4.02,13.32,42.97,1,White Spot,Lime Treatment
28.6,6.88,6.54,11.49,56.88,0,None,None
31.3,8.35,5.31,5.97,49.27,0,None,None
30.8,7.74,5.37,7.57,39.51,1,White Spot,Lime Treatment
28.3,8.38,6.64,7.83,22.83,0,None,None
28.6,7.18,4.27,18.05,43.77,0,None,None
28.1,8.19,5.7,18.99,18.05,1,White Spot,Lime Treatment
