Species,Pond_Area,Feed_Used,Culture_Days,Expected_Yield
Snapper,2.2,1171,140,7.72
Trout,2.2,2217,148,3.96
King Crab,1.4,1236,135,7.13
Soft Shell Crab,0.7,4440,177,5.33
Black Tiger Shrimp,3.2,3126,99,5.05
Tuna,1.9,3781,115,7.36
Salmon,3.0,4770,176,5.77
Cod,2.9,3337,167,2.67
Pangasius,4.4,2492,144,3.14
Carp,4.6,2871,107,9.45
Banana Prawn,1.5,3533,140,5.9
King Crab,1.2,837,105,4.12
Seabass,2.9,2733,121,2.27
Catfish,2.7,4029,123,2.42
Cod,1.8,629,92,9.05
Carp,1.0,4448,114,5.47
Snapper,4.9,1943,90,7.58
Vannamei,2.4,2668,108,7.63
Salmon,4.2,2676,119,7.33
Tilapia,4.3,1433,107,5.34
King Crab,4.2,3261,155,4.38
Tiger Prawn,0.8,4556,112,5.41
Whiteleg Shrimp,2.0,2646,112,7.23
Catfish,4.1,3800,134,4.46
Milkfish,1.1,3630,159,8.38
Banana Prawn,2.6,1951,169,7.69
King Crab,3.3,2868,179,2.86
Carp,4.9,1124,144,8.98
Pangasius,2.1,3552,163,5.14
Grouper,4.6,3868,127,3.56
Pangasius,0.8,4035,113,3.65
Milkfish,2.8,842,157,4.76
Mud Crab,2.6,2505,175,5.87
Trout,4.1,2199,168,3.24
Dungeness Crab,3.8,1174,102,9.11
Blue Swimmer Crab,2.8,1794,159,5.99
Trout,2.7,2240,91,8.07
King Crab,1.2,3893,115,9.51
Cod,1.1,3739,116,2.95
Trout,4.8,4524,94,8.2
Tilapia,3.4,2804,170,6.51
Pangasius,1.1,790,151,8.64
Barramundi,2.0,3910,137,3.17
Tuna,3.0,581,134,5.31
Whiteleg Shrimp,2.2,3370,136,6.63
Black Tiger Shrimp,1.4,1330,117,7.01
Milkfish,3.3,4519,137,6.38
Tilapia,3.0,4233,102,3.56
Soft Shell Crab,3.3,3296,101,8.22
Grouper,2.8,1206,135,9.66
Mud Crab,0.6,841,157,6.98
Blue Swimmer Crab,4.6,919,104,7.47
Pangasius,4.6,2824,93,7.94
King Crab,0.8,984,117,3.6
Snapper,2.4,3572,154,2.41
Salmon,3.4,4296,102,9.42
King Prawn,1.0,783,161,3.65
King Prawn,1.3,2860,126,5.47
Barramundi,4.3,2031,93,5.56
Barramundi,3.1,2311,123,6.64
Trout,0.9,2707,139,2.8
Black Tiger Shrimp,1.6,3500,105,9.8
Dungeness Crab,3.9,4962,137,8.01
Whiteleg Shrimp,4.3,3187,157,5.77
Freshwater Prawn,3.4,2622,165,6.33
Freshwater Prawn,2.6,4362,162,4.22
Milkfish,2.0,4600,159,7.41
Grouper,4.2,3072,119,5.87
Dungeness Crab,4.2,748,100,5.87
Seabass,4.0,2920,157,4.78
Blue Swimmer Crab,2.1,3272,160,6.55
Blue Swimmer Crab,4.2,784,146,9.13
Vannamei,4.3,2033,180,2.34
Barramundi,3.5,3645,102,8.54
Snow Crab,3.0,4911,174,4.0
Tiger Prawn,2.6,2121,133,9.51
Tilapia,1.3,1182,122,7.54
Dungeness Crab,4.7,4758,169,3.32
Carp,2.7,2324,108,3.19
Freshwater Prawn,2.8,2250,178,6.4
Vannamei,1.6,1201,143,5.31
Tilapia,4.5,2038,139,6.4
Banana Prawn,2.7,3335,92,5.35
Snow Crab,5.0,2084,130,7.49
Soft Shell Crab,2.4,4275,137,7.08
Black Tiger Shrimp,4.0,1971,92,3.41
Trout,3.9,592,143,2.18
Rohu,2.2,1373,144,8.42
Snow Crab,2.2,3643,134,7.71
Black Tiger Shrimp,3.0,4471,124,3.75
Banana Prawn,1.6,4806,129,9.19
Tiger Prawn,2.7,4348,152,8.18
Tilapia,1.9,2538,129,9.94
Blue Swimmer Crab,2.1,1948,137,2.41
Grouper,1.4,3620,141,4.98
Soft Shell Crab,4.4,2146,150,4.97
Cod,4.0,4715,96,8.62
Snapper,2.6,4223,106,5.72
King Prawn,3.7,3352,179,9.42
Rohu,1.5,2436,110,2.06
King Crab,1.3,764,90,2.52
Whiteleg Shrimp,3.3,4475,105,5.18
Trout,1.4,3098,133,4.17
King Prawn,1.2,3405,128,6.12
Carp,4.8,3532,169,8.39
Freshwater Prawn,2.2,1063,120,3.46
Pangasius,0.7,3720,140,5.27
Blue Swimmer Crab,5.0,2312,99,3.33
Pangasius,1.2,1122,91,9.23
Salmon,4.7,3045,91,4.22
Grouper,3.9,4079,136,3.58
Snow Crab,2.7,1360,118,3.05
King Crab,4.6,1520,164,9.13
Mud Crab,2.1,2731,100,8.95
Black Tiger Shrimp,0.9,4459,120,3.4
Barramundi,1.7,1301,115,8.74
Dungeness Crab,1.9,697,158,5.88
Vannamei,2.0,2815,151,7.23
Tuna,3.2,1106,103,8.31
Whiteleg Shrimp,4.7,3816,120,9.05
Blue Swimmer Crab,2.3,722,153,9.3
Catfish,4.8,1541,100,4.31
Banana Prawn,0.8,1284,161,2.61
Tilapia,3.7,4197,108,9.33
King Prawn,4.6,2960,146,10.0
Tilapia,0.6,2132,157,8.66
Vannamei,3.9,3807,159,4.27
Banana Prawn,3.5,4646,157,3.04
King Prawn,2.9,2661,98,8.8
Black Tiger Shrimp,1.4,3039,129,7.31
Milkfish,4.1,2902,153,6.21
Freshwater Prawn,1.6,1883,164,3.03
Soft Shell Crab,0.5,2014,113,5.82
Salmon,0.8,2148,160,7.12
Banana Prawn,1.7,2249,104,4.87
Milkfish,2.9,2832,113,7.49
Pangasius,2.7,4564,169,7.84
Rohu,4.9,3786,161,8.93
Barramundi,1.9,1833,110,9.57
Grouper,3.7,2599,123,3.67
Trout,3.2,599,152,6.7
Trout,2.1,3553,153,5.29
Catfish,1.1,4940,168,9.78
Pangasius,4.5,4069,119,9.3
King Prawn,2.5,1475,164,8.51
Tilapia,0.7,3585,176,7.82
Carp,2.3,1055,98,7.38
Blue Swimmer Crab,1.3,2003,104,9.99
Mud Crab,3.9,1259,166,6.01
Barramundi,2.1,597,111,4.46
Soft Shell Crab,0.7,1016,148,2.92
Blue Swimmer Crab,4.8,1523,134,7.71
Seabass,3.8,4118,137,9.36
Rohu,3.4,1904,169,5.07
Rohu,0.7,2871,128,3.36
Tiger Prawn,2.6,2291,100,4.23
King Prawn,1.9,3624,120,8.27
Mud Crab,0.9,1674,166,8.9
Black Tiger Shrimp,2.7,503,148,8.36
Snow Crab,3.2,4739,176,3.44
Grouper,4.5,4158,109,8.62
Freshwater Prawn,0.9,4359,132,4.61
Snapper,1.0,3200,173,9.06
Blue Swimmer Crab,4.9,2237,125,3.47
Carp,3.6,504,173,3.78
Carp,2.3,4481,128,9.99
Banana Prawn,4.0,4898,132,3.89
Salmon,1.6,2426,160,9.45
Catfish,1.2,1383,98,3.57
Barramundi,3.0,4300,174,6.71
Carp,2.3,1399,153,5.68
Milkfish,2.4,1405,158,4.34
Barramundi,1.8,1598,167,3.2
Snapper,1.7,4653,98,8.18
Rohu,2.3,2862,148,4.43
Black Tiger Shrimp,2.0,1968,95,5.84
Barramundi,5.0,4509,129,6.8
Milkfish,4.5,1111,97,3.47
Vannamei,3.6,3314,160,6.81
Tiger Prawn,0.8,3474,130,5.07
Tuna,4.0,1668,135,8.64
Blue Swimmer Crab,4.5,2223,161,2.81
Milkfish,0.5,2171,119,8.24
Soft Shell Crab,1.9,2019,107,7.42
Grouper,2.9,948,172,7.02
Tiger Prawn,3.5,3361,169,6.08
King Crab,0.8,1874,112,2.75
Cod,4.3,2343,178,2.36
Dungeness Crab,4.4,2715,152,6.06
King Prawn,1.7,4918,127,7.45
Blue Swimmer Crab,3.8,3286,118,6.99
Soft Shell Crab,4.2,1766,141,9.94
Carp,0.7,3433,116,5.76
Tuna,3.1,3516,137,5.55
Salmon,2.8,4090,121,3.99
Whiteleg Shrimp,2.5,2448,146,9.92
Soft Shell Crab,3.8,2763,109,2.36
Black Tiger Shrimp,1.1,1215,95,7.17
Vannamei,2.6,3870,145,5.21
Milkfish,4.9,662,94,7.37
Pangasius,4.2,3041,132,3.76
Black Tiger Shrimp,3.2,2944,156,9.14
Snapper,1.0,2678,153,4.9
Seabass,0.8,4882,169,6.74
Carp,2.9,3678,102,5.93
Barramundi,4.7,4300,135,6.92
Salmon,3.3,2646,166,2.11
Milkfish,1.4,3111,157,5.98
King Crab,1.4,885,115,3.14
King Crab,1.2,578,173,5.76
Banana Prawn,4.5,3550,158,6.89
Dungeness Crab,3.7,2283,177,5.0
Seabass,1.8,4999,125,7.57
Seabass,3.1,1059,118,3.62
Freshwater Prawn,0.9,4464,166,8.05
Banana Prawn,1.3,4561,121,4.85
Milkfish,3.9,2822,94,8.34
Salmon,2.1,3005,159,6.05
Freshwater Prawn,4.4,4718,170,9.72
Tilapia,1.6,1077,135,6.87
Cod,3.4,4507,175,8.27
Cod,0.7,617,118,8.76
Snapper,3.9,4432,152,9.19
Freshwater Prawn,1.5,4811,148,3.11
Banana Prawn,3.2,4202,167,8.07
Catfish,0.8,4667,111,2.74
Snapper,2.2,1056,167,2.22
Cod,2.8,3406,167,3.53
Rohu,1.0,2221,93,5.45
King Crab,2.4,3148,169,3.65
Cod,2.4,1975,94,8.92
Snapper,3.9,1981,105,2.37
Snapper,2.8,2696,173,6.92
Blue Swimmer Crab,1.4,3316,119,3.49
Salmon,2.0,1951,180,8.89
Snow Crab,2.4,1363,169,2.79
Catfish,1.4,2228,145,6.14
King Prawn,3.9,3757,92,6.78
Soft Shell Crab,2.4,2990,156,4.13
Dungeness Crab,1.9,4876,100,2.87
Snow Crab,2.1,2922,149,2.75
Milkfish,2.6,3325,123,9.88
King Prawn,1.4,1653,161,9.99
King Crab,4.4,789,131,6.72
King Prawn,3.2,518,154,3.9
Banana Prawn,3.1,2018,100,7.13
Tiger Prawn,4.7,2405,177,9.26
Barramundi,3.4,3276,164,9.82
Black Tiger Shrimp,0.9,3661,177,6.05
Catfish,3.2,2645,164,2.36
Cod,3.5,2369,148,3.11
Carp,0.6,4874,160,7.97
Catfish,2.9,4963,137,7.99
Tilapia,0.7,2870,91,9.01
Tilapia,3.5,4104,168,7.41
Vannamei,4.6,4705,142,7.77
Snow Crab,4.1,4508,105,3.93
Soft Shell Crab,3.5,758,170,2.15
Grouper,1.1,2847,156,4.81
Tiger Prawn,3.8,4754,136,5.75
King Crab,1.5,3711,167,6.43
Whiteleg Shrimp,4.8,1871,132,3.2
Milkfish,4.8,3851,93,7.53
Tuna,3.4,622,127,2.86
Trout,3.1,3399,101,8.4
Soft Shell Crab,3.2,3812,154,2.85
Tilapia,1.3,4352,98,9.53
Black Tiger Shrimp,4.4,2392,168,2.29
Banana Prawn,1.5,2405,128,2.21
Carp,3.5,3796,138,8.21
Seabass,4.7,3129,112,9.62
Whiteleg Shrimp,1.6,1171,167,3.05
Blue Swimmer Crab,3.2,1839,117,3.43
Seabass,3.0,4741,96,8.16
Vannamei,1.5,647,128,6.73
Mud Crab,3.2,605,172,2.21
Black Tiger Shrimp,3.3,3319,147,5.9
Cod,1.9,2461,173,7.4
Salmon,0.8,974,115,8.16
Milkfish,0.5,4432,100,8.81
Carp,3.2,4547,161,8.02
Vannamei,2.5,2027,168,7.17
Tiger Prawn,2.2,874,128,9.36
Rohu,3.2,4836,93,6.83
King Crab,0.8,4095,124,5.78
Snapper,1.0,993,145,8.04
Tuna,0.8,524,178,2.82
Tiger Prawn,0.9,2335,170,5.03
Snow Crab,4.9,2740,171,3.29
Blue Swimmer Crab,1.2,1980,124,6.83
King Crab,4.0,1977,159,4.08
Banana Prawn,3.6,3334,148,9.89
Grouper,0.7,2382,119,6.41
Trout,2.4,1822,139,4.33
Black Tiger Shrimp,1.8,2788,155,6.38
Dungeness Crab,3.7,1344,126,9.42
Cod,2.1,875,130,2.13
Barramundi,2.2,2685,111,6.47
King Prawn,4.4,999,104,6.83
Mud Crab,1.3,4826,124,5.64
Tilapia,3.7,3526,145,2.17
Freshwater Prawn,3.5,2765,169,4.61
Cod,4.5,964,156,4.12
Grouper,1.4,3927,121,9.83
Snapper,3.9,3778,118,2.66
Tilapia,0.9,924,118,9.07
Blue Swimmer Crab,4.0,4782,157,6.75
Grouper,0.6,2373,162,8.37
Blue Swimmer Crab,2.5,1452,133,6.68
Carp,4.7,1408,130,5.79
Freshwater Prawn,1.8,2433,104,2.79
Snapper,1.4,1320,160,8.4
Rohu,4.5,1939,132,3.8
Pangasius,0.6,3295,109,6.03
Tiger Prawn,2.9,1644,165,8.87
Milkfish,1.7,3681,127,9.02
Snapper,4.7,2109,118,6.24
Pangasius,1.3,1651,118,5.04
Milkfish,5.0,3892,174,2.61
Whiteleg Shrimp,2.9,976,135,9.82
Freshwater Prawn,3.3,1279,113,6.04
Blue Swimmer Crab,2.1,627,123,2.29
Grouper,2.0,1308,144,9.57
Tilapia,4.4,505,142,8.8
Rohu,2.8,1907,103,7.31
Milkfish,1.6,4259,160,9.37
Catfish,0.7,3338,168,7.44
Mud Crab,1.7,1263,164,4.56
Freshwater Prawn,3.2,4776,170,8.67
Pangasius,1.0,991,113,8.65
Barramundi,1.6,3215,144,2.55
Dungeness Crab,3.8,1372,115,3.53
Carp,1.9,4543,95,8.53
Mud Crab,0.8,1580,115,9.85
Pangasius,2.1,4701,155,7.79
Barramundi,4.7,786,116,5.74
Grouper,4.5,1769,157,8.9
Tiger Prawn,0.8,748,176,9.68
Rohu,1.9,4656,161,5.96
Black Tiger Shrimp,3.5,3921,102,4.61
Seabass,2.4,3548,153,4.74
Salmon,0.8,3191,113,4.56
Cod,3.6,4143,138,9.48
Grouper,0.6,1666,107,4.06
Soft Shell Crab,2.4,2968,174,7.48
Milkfish,4.2,1159,157,5.51
King Crab,4.9,1121,116,6.17
Tiger Prawn,2.0,773,146,9.62
Freshwater Prawn,4.8,1836,109,9.44
Milkfish,1.9,4221,113,5.1
Snow Crab,4.4,4725,139,4.99
Soft Shell Crab,1.7,4930,137,8.48
Whiteleg Shrimp,1.7,1693,151,9.68
Cod,2.8,4380,117,2.28
Mud Crab,0.7,3845,106,7.38
Carp,2.5,2540,116,8.06
Catfish,3.1,3000,178,9.1
Trout,2.3,2191,135,3.0
Tuna,2.5,2026,93,8.34
Pangasius,2.0,4491,129,4.35
Dungeness Crab,3.4,1870,94,9.26
Cod,1.2,2772,106,2.6
Salmon,2.5,2783,152,8.95
Trout,2.5,709,170,2.89
Grouper,4.4,2949,101,2.85
Freshwater Prawn,1.3,1496,111,7.92
Milkfish,1.5,3585,136,5.64
Freshwater Prawn,2.9,4666,155,7.06
Pangasius,3.0,1459,112,4.78
Grouper,4.0,4327,129,8.95
Snapper,4.4,1106,117,4.17
Trout,1.5,4454,109,4.49
Dungeness Crab,4.7,3158,180,6.84
Tuna,1.5,1255,135,5.1
Tuna,1.5,3609,147,8.08
Salmon,1.3,3611,155,9.82
Banana Prawn,3.6,4041,150,6.47
Blue Swimmer Crab,2.8,2494,155,7.04
Salmon,2.0,1424,156,6.3
Salmon,1.7,4957,166,3.83
Trout,2.2,4400,98,6.95
King Prawn,0.5,3531,169,4.98
Milkfish,1.3,1724,109,3.02
Vannamei,2.2,3229,175,5.31
Tiger Prawn,0.9,1682,167,6.53
Vannamei,2.0,4190,137,6.08
Snow Crab,1.2,1555,173,7.77
Pangasius,0.5,1870,165,7.67
Vannamei,3.5,1685,142,5.53
Banana Prawn,3.0,1829,158,2.76
King Crab,0.7,4040,165,9.25
Carp,1.9,1385,148,4.31
Snow Crab,0.6,1626,91,7.91
Grouper,4.5,2534,173,5.91
Grouper,2.0,1524,151,3.1
Tiger Prawn,3.6,2691,165,3.29
Milkfish,3.9,1296,146,3.77
King Crab,3.8,1551,148,7.83
Mud Crab,0.7,1307,146,9.91
Tiger Prawn,4.9,2362,145,4.03
Catfish,2.2,707,169,2.49
Blue Swimmer Crab,4.9,687,155,9.07
Snapper,1.6,3381,114,8.16
Dungeness Crab,2.4,2080,117,7.07
Freshwater Prawn,4.3,2089,148,3.34
Pangasius,1.5,2692,130,8.71
Tuna,3.5,1283,164,9.06
Blue Swimmer Crab,1.6,1174,124,3.4
King Crab,0.8,1371,104,4.01
Pangasius,3.4,942,152,9.16
Soft Shell Crab,2.8,4423,153,3.77
Dungeness Crab,2.6,3602,152,7.75
Black Tiger Shrimp,0.6,1505,138,5.37
Barramundi,2.2,4079,136,2.15
Black Tiger Shrimp,1.6,1204,90,3.34
Milkfish,2.2,2012,165,5.09
Blue Swimmer Crab,0.6,3822,132,4.26
Barramundi,1.2,1251,93,6.82
Tiger Prawn,4.6,1322,173,5.68
Seabass,3.9,2927,150,5.33
Freshwater Prawn,2.7,1778,158,8.61
Tilapia,3.9,668,133,4.87
Tuna,4.3,1239,146,3.85
Rohu,3.3,2172,110,5.64
Tiger Prawn,0.8,2566,98,6.55
Cod,3.5,1107,122,5.0
Grouper,3.7,2072,134,8.87
Trout,1.4,2607,99,3.46
Milkfish,0.9,4789,128,3.48
Snow Crab,3.1,2788,174,8.09
Cod,2.4,4084,139,2.77
Mud Crab,1.4,2759,113,3.46
Rohu,1.3,4910,180,9.8
Tiger Prawn,2.9,1893,164,8.6
King Crab,2.8,3128,120,9.76
King Prawn,5.0,4996,103,8.27
Snow Crab,4.6,2896,161,3.96
Banana Prawn,4.6,556,178,8.61
Whiteleg Shrimp,2.3,1334,130,4.78
Tuna,3.6,3957,177,4.01
Catfish,1.2,4985,133,6.44
Blue Swimmer Crab,1.6,2586,162,5.67
Seabass,3.3,4878,148,3.8
Pangasius,4.1,2172,132,6.75
Tiger Prawn,2.9,3933,119,5.84
King Prawn,0.9,924,106,6.87
Seabass,1.9,1330,132,3.05
Barramundi,2.7,1592,131,3.66
King Crab,2.1,634,151,8.29
King Crab,2.9,4667,103,8.88
Tuna,3.0,1060,124,8.29
Snapper,3.1,3577,120,6.12
Trout,1.3,4898,158,9.7
King Crab,4.9,4948,130,9.69
Soft Shell Crab,4.8,3795,125,3.58
Tiger Prawn,1.8,560,115,8.9
Freshwater Prawn,3.2,4136,103,8.63
Tiger Prawn,2.9,2438,108,8.45
Banana Prawn,0.9,3357,178,5.35
Grouper,1.5,4848,130,7.11
Black Tiger Shrimp,4.0,4840,153,2.37
Black Tiger Shrimp,1.8,4043,162,7.97
Whiteleg Shrimp,1.4,1480,90,3.87
Grouper,3.3,1885,171,8.36
Milkfish,3.0,2368,128,6.19
Milkfish,1.0,3866,158,5.15
Tilapia,1.5,2066,98,2.98
Carp,0.6,1708,168,7.96
Black Tiger Shrimp,1.9,1733,114,5.99
Tuna,0.6,1403,119,8.3
Snow Crab,4.3,3954,110,2.5
Milkfish,1.6,3936,174,2.44
Rohu,4.5,3013,139,3.1
Barramundi,0.8,3771,133,6.38
Banana Prawn,3.1,3136,143,4.17
Carp,4.2,2998,104,4.49
Banana Prawn,2.7,4333,156,8.88
King Prawn,2.3,3359,127,4.02
Tilapia,1.7,1173,118,8.79
Cod,2.7,970,164,9.36
Rohu,3.6,4019,129,7.23
Tiger Prawn,2.4,3975,145,2.63
Whiteleg Shrimp,0.9,2892,101,6.07
Salmon,0.9,565,161,3.94
Blue Swimmer Crab,2.6,1381,118,3.85
Soft Shell Crab,1.8,2087,106,9.43
Whiteleg Shrimp,0.8,1240,104,7.48
Dungeness Crab,2.3,4687,147,6.2
Pangasius,3.9,4673,132,4.18
Carp,0.8,2634,93,9.85
Pangasius,1.2,2028,111,3.09
Barramundi,1.1,2363,112,5.51
Mud Crab,3.2,2265,138,4.84
Vannamei,4.3,4933,115,4.95
Catfish,3.3,1196,159,6.72
Soft Shell Crab,1.6,4369,174,3.78
Trout,4.9,1958,117,7.33
Snow Crab,3.4,983,145,3.4
Snow Crab,4.9,4879,105,5.37
Catfish,4.6,2819,142,6.7
Pangasius,5.0,3587,125,7.64
Whiteleg Shrimp,2.2,946,100,7.73
Seabass,2.1,991,113,3.55
Carp,1.9,3942,160,9.65
Vannamei,1.5,811,101,3.86
Freshwater Prawn,3.8,4162,142,6.29
Catfish,4.9,818,169,4.24
Banana Prawn,4.5,4586,147,5.74
Tiger Prawn,2.2,1120,176,7.44
Salmon,3.3,1230,90,8.3
Snow Crab,2.4,2736,121,3.41
Trout,0.9,4787,166,7.68
Catfish,1.6,2171,153,7.6
Seabass,1.7,4204,153,5.37
Banana Prawn,2.0,4295,91,3.33
Salmon,0.6,1934,179,3.58
Snapper,0.8,3100,91,6.51
Blue Swimmer Crab,2.8,2397,173,4.97
Grouper,2.1,2569,154,3.94
Catfish,3.0,2591,138,8.02
Tiger Prawn,0.8,1096,170,2.78
Barramundi,1.5,2239,139,6.55
Freshwater Prawn,2.6,3980,171,4.19
Mud Crab,5.0,4718,95,9.49
Trout,1.9,2716,126,2.64
Cod,2.8,3963,93,5.96
Tiger Prawn,4.2,2616,162,3.39
Snapper,1.5,2664,142,3.01
Blue Swimmer Crab,3.1,693,115,2.31
Seabass,1.3,1520,125,5.09
Rohu,0.6,4675,135,6.38
Snow Crab,3.7,4046,141,5.98
Dungeness Crab,4.2,1564,166,9.19
Catfish,2.5,1525,146,3.44
Vannamei,2.6,2927,151,8.65
Snow Crab,0.8,1661,120,7.37
Tilapia,4.6,4420,164,5.98
Banana Prawn,4.7,2337,111,4.4
Soft Shell Crab,1.7,4541,176,9.94
Freshwater Prawn,3.0,4825,91,7.23
Carp,0.7,958,134,8.83
Cod,4.8,2228,111,9.27
Grouper,4.9,4571,161,9.07
Tuna,4.8,1768,94,9.11
Salmon,1.4,1011,138,5.24
Cod,3.5,3533,108,9.47
Blue Swimmer Crab,0.6,4862,108,9.82
Rohu,4.2,2044,170,2.66
Freshwater Prawn,2.6,3824,163,3.91
Banana Prawn,4.6,2898,164,5.18
Catfish,2.8,4817,105,9.36
King Crab,3.1,3603,165,9.72
Banana Prawn,3.4,2404,91,7.51
Vannamei,1.1,4609,111,6.61
Blue Swimmer Crab,4.3,4188,174,4.08
King Crab,3.2,3794,137,6.93
Banana Prawn,3.5,4857,114,2.21
Barramundi,4.8,2738,114,4.08
Pangasius,3.3,2021,178,6.21
Vannamei,1.0,4395,165,6.8
Banana Prawn,2.3,2440,179,5.57
Snow Crab,4.0,1559,135,9.57
Whiteleg Shrimp,3.9,4327,125,3.45
Salmon,3.8,3588,142,2.8
Seabass,0.6,4424,90,3.26
Grouper,0.7,1974,174,2.69
Whiteleg Shrimp,3.6,2718,128,8.41
Tiger Prawn,2.1,1539,113,3.95
Soft Shell Crab,3.4,720,148,4.01
King Prawn,2.8,2579,113,5.31
Cod,2.0,2684,153,6.04
Freshwater Prawn,4.3,746,127,5.9
King Crab,1.8,3166,101,3.7
Grouper,3.1,2482,133,4.68
Snapper,3.3,2380,147,6.76
Tiger Prawn,3.6,881,123,3.24
Mud Crab,2.7,4001,160,5.56
Snow Crab,3.6,3630,175,3.57
Whiteleg Shrimp,4.1,4671,124,3.69
King Prawn,2.9,3825,171,8.48
Cod,4.5,3256,142,5.11
Catfish,1.1,1676,148,6.25
Whiteleg Shrimp,3.4,542,164,5.5
Milkfish,3.6,3409,149,3.91
Cod,1.1,2452,149,2.35
Snow Crab,0.8,766,142,3.64
Whiteleg Shrimp,3.8,724,142,3.92
Grouper,4.9,1468,176,6.64
Pangasius,1.9,4675,110,6.1
Tuna,2.9,2048,120,3.7
Black Tiger Shrimp,3.1,4328,137,7.41
Cod,1.7,1266,93,2.59
Carp,4.9,2303,158,2.71
Tuna,1.1,3643,106,3.97
Whiteleg Shrimp,2.9,750,109,4.81
Pangasius,3.2,1697,180,7.32
Barramundi,4.5,3553,174,4.29
Soft Shell Crab,1.2,3219,170,2.81
Vannamei,1.5,2409,176,7.17
Rohu,4.8,1306,119,5.29
Grouper,2.0,3467,111,6.13
Catfish,3.0,4651,127,8.51
Black Tiger Shrimp,3.7,1931,101,9.86
Dungeness Crab,2.0,2726,177,4.31
Whiteleg Shrimp,3.9,638,161,3.13
Salmon,3.1,4953,122,2.99
Tuna,2.4,2437,141,2.13
Vannamei,2.9,2763,95,8.3
Salmon,3.7,2375,110,2.34
Pangasius,2.2,3943,138,7.76
Salmon,1.0,4388,108,4.92
Tiger Prawn,2.4,2206,119,5.34
Trout,4.8,4314,167,8.33
Dungeness Crab,2.2,3392,163,5.59
Dungeness Crab,4.1,1662,127,8.73
Barramundi,3.8,3193,136,5.84
Pangasius,3.0,4053,165,3.37
Pangasius,1.4,4075,171,6.68
Grouper,3.5,4718,125,3.93
Grouper,4.6,1680,160,4.03
Carp,3.3,1084,98,7.94
Mud Crab,1.4,1306,138,6.57
Cod,0.9,1043,124,3.36
Trout,0.9,1133,115,9.61
Soft Shell Crab,0.7,3163,98,5.61
Cod,4.7,1035,165,8.97
Barramundi,2.3,4104,115,3.9
Blue Swimmer Crab,3.7,2409,166,5.02
Snapper,1.0,2929,119,8.97
Blue Swimmer Crab,1.4,4510,91,8.67
Snow Crab,2.9,4327,113,2.52
Seabass,2.9,2933,120,5.31
Snow Crab,1.6,892,172,6.59
Vannamei,0.6,3209,97,6.21
Trout,1.1,4824,128,6.08
Banana Prawn,3.7,4256,130,7.14
Snapper,2.5,3425,98,6.83
Soft Shell Crab,3.5,2037,99,7.77
Dungeness Crab,1.6,4747,164,7.24
Soft Shell Crab,3.3,4088,169,8.89
Dungeness Crab,0.5,4352,179,7.46
Snow Crab,2.7,3631,153,5.4
Tilapia,4.6,2986,169,2.14
Salmon,4.5,4404,95,4.22
Barramundi,3.7,2435,107,9.49
Rohu,3.5,4429,178,3.14
Snow Crab,2.4,1462,92,4.3
Barramundi,3.5,2083,98,8.7
Pangasius,4.1,4845,174,5.69
Cod,2.6,3065,124,9.35
Milkfish,1.4,1546,144,2.92
Mud Crab,0.6,2118,99,8.68
Soft Shell Crab,5.0,1662,107,3.4
Tiger Prawn,3.6,2480,92,6.79
Snapper,4.1,746,142,3.81
Tiger Prawn,2.8,2868,96,7.99
Tuna,1.9,617,166,3.5
Catfish,3.0,3596,106,9.85
Freshwater Prawn,0.9,1627,168,4.36
King Prawn,1.4,4029,132,5.19
Snapper,4.1,4564,124,5.5
Vannamei,1.7,2055,179,8.92
Mud Crab,4.2,2485,134,4.82
Snapper,3.4,4476,128,2.13
Grouper,4.1,1009,99,4.48
Vannamei,1.5,2564,154,7.9
Soft Shell Crab,2.8,1597,180,2.86
Tuna,1.1,4394,141,9.29
Freshwater Prawn,1.6,4801,115,6.65
Tiger Prawn,0.8,2961,168,7.35
Barramundi,1.1,3542,175,6.27
Rohu,1.6,1409,141,9.34
Black Tiger Shrimp,1.4,2838,141,9.74
Salmon,1.4,3296,108,6.03
Soft Shell Crab,2.1,1064,110,5.84
Tilapia,4.9,4250,91,7.89
Tuna,4.1,2984,156,2.62
Soft Shell Crab,4.8,757,121,5.17
Cod,1.2,4043,147,4.13
Vannamei,1.1,2985,171,2.85
Soft Shell Crab,1.2,3086,146,2.4
Freshwater Prawn,4.6,4137,93,7.94
Tilapia,2.3,771,137,2.91
Vannamei,2.7,2686,90,7.64
Pangasius,1.4,4059,106,2.5
Milkfish,1.2,1135,129,9.43
Seabass,3.3,3350,167,7.63
Black Tiger Shrimp,1.5,1691,103,9.24
Soft Shell Crab,3.2,1443,170,6.47
Freshwater Prawn,1.1,4029,138,6.99
Carp,3.9,1208,91,9.18
Freshwater Prawn,0.8,4829,110,7.22
Banana Prawn,4.4,3449,153,8.71
Dungeness Crab,2.3,2777,154,9.99
Milkfish,3.3,3667,161,9.4
Seabass,4.3,4268,96,3.17
Tuna,3.6,2857,120,7.43
Dungeness Crab,4.0,2675,92,5.29
Dungeness Crab,2.7,1726,91,5.66
Tilapia,0.7,3382,136,5.57
Grouper,1.7,3536,143,8.73
Milkfish,2.2,4288,109,4.05
Dungeness Crab,4.6,1404,161,7.25
Snapper,2.8,3595,139,5.47
Vannamei,1.0,4244,177,9.08
Rohu,0.6,4794,107,8.4
