Country,State,Supplier_Name,Species,Seed_Quality_Rating,Contact,Distance_km
Vietnam,California,"Lewis, Wilkins and King",Dungeness Crab,4,+1-374-363-1255x10396,1.2
India,Maine,Gonzalez-Richardson,Tilapia,4,001-819-940-8166x7641,175.2
India,Maine,"Jenkins, Dean and Reyes",Tilapia,4,(926)216-7754,118.3
Thailand,West Virginia,"Garcia, Smith and Reynolds",Freshwater Prawn,3,572.776.5000x181,166.0
Indonesia,California,Hess-Sims,Soft Shell Crab,4,+1-266-851-7436,88.6
Vietnam,Georgia,Collins Ltd,Seabass,4,609-243-4636,185.7
Thailand,Virginia,"Morales, Park and Martin",Tiger Prawn,3,722.432.6295,193.6
Vietnam,Nevada,Flores and Sons,Blue Swimmer Crab,3,+1-360-790-3996x2551,76.7
India,California,Hayden-Fleming,Soft Shell Crab,3,(338)968-0105x20144,134.9
Bangladesh,Delaware,Mcconnell-Hayes,Pangasius,3,381-991-8758x53290,30.7
Thailand,Hawaii,Barrett-Alvarez,Pangasius,4,821.962.8552,79.1
Thailand,Illinois,"Carroll, Buckley and Zimmerman",King Crab,3,970.478.5107x80691,118.8
Bangladesh,Missouri,Yates-Ayala,Snow Crab,3,978-710-9219x186,21.5
India,New Hampshire,Davis-Lewis,Banana Prawn,4,(627)541-2611x85221,17.7
Vietnam,Texas,Dixon-Garrison,Cod,4,357-798-4852,140.8
Vietnam,Hawaii,Fowler LLC,Banana Prawn,4,001-850-808-2740x2871,116.0
India,West Virginia,"Berger, Mason and Kennedy",Cod,4,954-364-8468,134.0
Thailand,Indiana,Raymond-Perez,Banana Prawn,5,(969)523-9316,33.0
Vietnam,New York,"Roberts, Hall and Harris",Snow Crab,5,(348)586-5617x8058,153.1
India,Kansas,"Johnson, Manning and Reed",Milkfish,4,437-559-3497x11173,12.6
Vietnam,North Dakota,Velasquez-Adkins,Mud Crab,3,(541)570-9990x292,10.6
India,Mississippi,"Sullivan, Gaines and Sanchez",Trout,5,878-296-3424,155.3
Thailand,Pennsylvania,Hernandez-Stephens,Catfish,4,001-502-993-1234x15618,15.4
Vietnam,Alabama,"Miller, Schneider and Henry",King Crab,3,406-641-0048,99.5
Thailand,Vermont,"Edwards, Castillo and Wagner",Tiger Prawn,5,001-547-425-0598x71262,107.1
Indonesia,Indiana,"Thompson, Garcia and Jackson",King Crab,5,+1-288-838-9116x211,119.6
Thailand,Maryland,"Miller, Lang and Tate",Trout,5,001-780-279-2028x1367,54.9
Indonesia,Iowa,"Allen, Padilla and Pugh",Seabass,3,830-994-4207,47.8
Bangladesh,Colorado,Goodman PLC,Tiger Prawn,3,+1-305-290-1152x0726,43.3
India,South Dakota,Taylor PLC,Rohu,5,(983)325-2778x52996,198.7
India,Kentucky,Martinez PLC,Freshwater Prawn,4,(487)903-4614,13.3
Bangladesh,Vermont,Gonzales LLC,Tilapia,3,001-430-642-5279x654,181.5
India,Minnesota,"Sutton, Diaz and Jones",Carp,5,896-687-4801,56.4
Thailand,Illinois,"Barron, Johnson and Cunningham",Snow Crab,4,490.461.7464,77.6
Indonesia,South Carolina,Cole Group,Blue Swimmer Crab,4,+1-667-848-4396x658,186.2
Thailand,Ohio,"Scott, Brennan and Walters",Black Tiger Shrimp,3,001-868-917-4963x34783,84.4
Thailand,Vermont,"Griffin, Rodriguez and Tran",Banana Prawn,5,001-329-778-8717,170.4
Indonesia,Utah,Davila-Mitchell,Catfish,4,851.872.5856x75600,116.7
Bangladesh,Wyoming,Wade PLC,Snow Crab,4,860.406.1946x83312,74.3
Indonesia,Michigan,"Nelson, Thomas and Spears",Black Tiger Shrimp,4,001-304-927-1236x99128,12.9
India,Alaska,"Macdonald, Bryan and Moyer",Seabass,4,717.833.8531,136.6
Indonesia,Kentucky,Sandoval-Arroyo,Salmon,5,001-270-646-0977x9243,6.9
India,Nebraska,Torres-Horne,Cod,4,9518539150,188.5
Thailand,South Dakota,Brown-Frost,Vannamei,4,855.460.9050,35.6
Bangladesh,Louisiana,"Wright, Hayes and Stevens",Blue Swimmer Crab,4,941-206-6325x242,163.9
India,Maine,Garcia-Reyes,Dungeness Crab,3,001-309-585-2757x7702,147.6
Bangladesh,Indiana,Hudson and Sons,Barramundi,4,759.277.6525,87.9
Vietnam,Connecticut,Valentine-Boyd,Dungeness Crab,4,359.693.2429x92922,98.0
India,Wyoming,"Jones, Reed and Peterson",Freshwater Prawn,4,(551)248-9141,80.3
Vietnam,South Carolina,Fox-Vargas,Pangasius,3,+1-225-829-4897,44.6
Indonesia,Michigan,Sanchez-Diaz,Seabass,5,691.572.6676x7688,38.7
Bangladesh,Massachusetts,Thomas-Stevens,King Crab,4,299.520.0669,7.2
Thailand,Arkansas,"Butler, Parker and Wilson",Mud Crab,3,733-573-3456x54379,84.4
Bangladesh,Illinois,"Morse, West and Green",Banana Prawn,3,001-624-206-9698x1162,166.6
India,Kentucky,Bell-Bush,Trout,3,941.781.9704x32330,106.9
Bangladesh,Washington,Cuevas PLC,Grouper,3,8979580123,165.2
Vietnam,Mississippi,Lopez-Burton,Whiteleg Shrimp,5,001-432-237-4346x86376,72.8
Thailand,Montana,Williams-Brown,Trout,3,+1-437-289-5325,187.3
Vietnam,North Carolina,"Robinson, Phillips and Griffin",Black Tiger Shrimp,4,+1-786-600-2126x2403,58.5
Vietnam,Iowa,"Rivera, Williams and Hunter",Trout,5,501.705.2029x275,43.5
India,Hawaii,Rodriguez-Rodriguez,Rohu,3,+1-562-949-8531x063,144.1
Bangladesh,Montana,Thompson-Montoya,Tiger Prawn,4,+1-365-845-4168x246,146.1
Thailand,North Carolina,"Williams, Lam and Cordova",Cod,3,6825017887,112.3
Indonesia,Montana,"Russo, Walter and Brown",Tilapia,4,856.367.5331,90.8
Bangladesh,Wisconsin,"Lee, Hunter and Jenkins",Banana Prawn,5,+1-807-573-9635x481,97.6
Thailand,Pennsylvania,Diaz LLC,Rohu,3,+1-838-992-9742x723,139.7
Indonesia,Virginia,"Jackson, Robinson and Pearson",Trout,4,720.856.8574x8975,42.1
Vietnam,Oklahoma,"Riggs, Brock and Haynes",Catfish,3,409-389-1018,42.2
Vietnam,Colorado,Cruz Inc,Banana Prawn,3,910.572.3753x3046,27.9
India,West Virginia,Alexander Group,Whiteleg Shrimp,5,(663)715-9471,177.4
Indonesia,North Carolina,"Lambert, Austin and Collins",Vannamei,3,001-457-725-1720x485,20.6
Indonesia,Michigan,Arnold LLC,Milkfish,4,751-832-3247x51250,167.2
Bangladesh,New Hampshire,Holt LLC,Tilapia,3,001-766-483-9929x5425,52.5
Vietnam,Vermont,"Bell, Chavez and Edwards",Whiteleg Shrimp,3,+1-664-454-3761,127.8
Thailand,Rhode Island,Mckee-Adams,Cod,4,001-509-911-4416x40933,145.8
India,Washington,Anderson Ltd,Snow Crab,3,+1-573-444-0235,14.8
Indonesia,California,Miller Inc,Tiger Prawn,3,(766)558-0875,125.8
Bangladesh,Mississippi,Davis-King,Seabass,5,(270)841-9583x968,103.5
Thailand,Michigan,Best and Sons,Cod,5,(444)855-9390x6467,166.4
Indonesia,Rhode Island,Hart Ltd,Cod,5,(659)546-0709,134.7
India,Missouri,Potter-Cooper,King Crab,4,(276)488-0477x5654,75.0
Thailand,Missouri,"Gregory, Cobb and Coleman",Tuna,5,+1-593-464-0722,186.0
Vietnam,Rhode Island,Nielsen PLC,Vannamei,5,952-598-4832x2416,94.3
Bangladesh,Connecticut,Johnson Ltd,Barramundi,3,3904303264,154.1
Indonesia,West Virginia,Jones-Watson,King Crab,3,001-256-518-5865,142.4
Vietnam,Louisiana,"Jones, King and Morrison",Tiger Prawn,5,001-770-472-1046,172.0
Thailand,New Mexico,"Franklin, Daniel and Davis",Black Tiger Shrimp,3,749.559.7560x53769,25.9
Vietnam,West Virginia,"Bell, Morgan and Wallace",Vannamei,3,300-614-6973,173.6
Bangladesh,Kentucky,Martinez LLC,Snow Crab,4,210.983.9690,158.0
India,Arizona,Price PLC,Tiger Prawn,5,(220)642-9443x54616,70.9
Indonesia,Arkansas,Cole-Williams,Milkfish,3,+1-354-804-5491x3780,6.1
Thailand,Maine,Flores Group,Tiger Prawn,5,581.805.1804x960,88.7
Thailand,Arkansas,"Bates, Turner and Livingston",Tiger Prawn,4,345-760-8805x456,129.0
Thailand,Indiana,Hill-Gomez,Salmon,3,(902)694-8891,100.8
Bangladesh,Vermont,Burton Inc,Freshwater Prawn,5,001-681-530-4664,121.2
Thailand,Kansas,Williams Inc,Carp,3,+1-988-854-6617x8902,105.7
Thailand,Nebraska,"Francis, Castillo and Santos",Blue Swimmer Crab,4,(994)968-9048x25963,78.1
Thailand,Wisconsin,Gallegos-Armstrong,King Prawn,3,431.227.8989,187.8
Indonesia,Iowa,"Cook, Taylor and Odonnell",Tiger Prawn,3,001-428-759-6412,80.5
Indonesia,Utah,Jones Group,King Prawn,3,429.959.2824,170.2
India,New Hampshire,Arnold-Garcia,Soft Shell Crab,3,(537)316-4784x11694,4.6
Indonesia,Indiana,Williamson-Rodriguez,Grouper,4,926.471.7875,180.5
Indonesia,Kentucky,Liu LLC,Pangasius,3,(440)452-6483,160.2
Bangladesh,Nevada,Lutz-Harvey,Milkfish,3,5229072292,175.7
India,Mississippi,"Cervantes, Ferguson and Evans",Catfish,3,(858)244-6672x8617,13.9
India,Pennsylvania,"James, Myers and Cruz",Black Tiger Shrimp,4,+1-852-507-1251,115.2
Bangladesh,Hawaii,Ward and Sons,Seabass,4,(404)933-3400,113.4
Vietnam,Idaho,Adams-Hayes,Barramundi,3,001-601-898-1772x02455,76.3
Bangladesh,Maryland,Day and Sons,Mud Crab,3,508.493.2404x196,130.3
India,Idaho,Cross and Sons,Tilapia,4,001-255-477-8356x087,195.9
India,New Mexico,Price LLC,Carp,5,315-682-9827x4694,195.0
Thailand,Alaska,Blackburn-Hunter,Snapper,5,(666)301-0109x67821,16.1
Thailand,Missouri,"Black, Greer and Mcdowell",Milkfish,5,001-736-720-4481x337,31.1
Bangladesh,Oklahoma,"Baker, Blackburn and Miller",Black Tiger Shrimp,4,(395)852-7372,127.4
Indonesia,New York,Roach-Kane,Rohu,4,001-480-948-8636,73.2
Indonesia,Idaho,Frederick LLC,Cod,3,(585)452-0910x3799,37.0
Bangladesh,Maryland,"Murphy, Garrison and Dawson",Whiteleg Shrimp,3,774-217-6032x77256,19.1
Bangladesh,Nevada,King-Wright,Dungeness Crab,3,343-388-0497x6041,21.5
Indonesia,North Dakota,Morgan-Arias,Salmon,5,001-364-429-2738x3194,91.6
India,New Mexico,Jones and Sons,Snapper,5,(647)316-1829x1988,125.6
Bangladesh,New York,Davis-Green,Mud Crab,3,001-912-971-4325x6539,111.8
Vietnam,West Virginia,Johnson and Sons,Whiteleg Shrimp,3,+1-984-541-1272x370,84.1
Bangladesh,Tennessee,Krueger-Davis,Snapper,3,3537210675,76.7
India,Pennsylvania,Larson-Johnston,Trout,4,475-776-1695x738,154.5
India,Wisconsin,Fernandez and Sons,Grouper,4,413.733.8615x12673,183.1
Bangladesh,Montana,Miller-Harris,Mud Crab,5,849-841-9516,97.2
Vietnam,Idaho,Henry-Smith,Catfish,3,7837358985,177.6
India,Rhode Island,Cooper-Fernandez,Pangasius,5,+1-248-676-1738x52995,82.2
India,Virginia,Cole-Hester,Barramundi,3,759-820-0565x787,64.3
Vietnam,Virginia,Schneider-Anthony,Blue Swimmer Crab,4,851.792.9594x348,106.4
Indonesia,Oklahoma,"Daniels, Gutierrez and Graves",Freshwater Prawn,4,(737)514-3890,22.0
Vietnam,Oklahoma,"Smith, Jackson and Fitzgerald",Mud Crab,3,001-987-266-4818,127.2
Bangladesh,Pennsylvania,Andrade Ltd,Tilapia,3,928.426.8787x07669,128.2
Indonesia,New Jersey,Smith Group,Dungeness Crab,5,3624041292,198.0
Thailand,Connecticut,"Shelton, Davis and Richards",Dungeness Crab,5,(862)418-9705x222,197.0
Indonesia,South Carolina,"Ramirez, Sharp and Gomez",King Crab,5,+1-520-318-8401x6887,1.3
Indonesia,Maryland,"Nelson, Gordon and Black",Tiger Prawn,4,839.828.2150x024,105.6
Thailand,Florida,Roy-Taylor,Grouper,3,+1-635-353-8029x07993,62.7
India,South Carolina,"Moore, Padilla and Adkins",Barramundi,5,+1-532-878-7942x540,168.5
Thailand,Nebraska,"Jackson, Frank and Lee",Blue Swimmer Crab,4,(706)313-3966x271,113.0
Vietnam,North Dakota,Lawrence-Jimenez,Trout,3,338-255-7706,190.2
Thailand,Montana,Parker-Hernandez,Tuna,5,7607595379,40.0
Indonesia,Georgia,"Humphrey, Young and Perez",Catfish,3,301.606.8518,48.6
Indonesia,Florida,Martinez-Brown,King Crab,4,4918955748,2.3
India,Massachusetts,Larson-Walters,King Prawn,5,622-891-7002,38.8
Thailand,Montana,Levy-Mills,Snow Crab,4,001-853-920-0350x4524,192.1
India,New Mexico,Clark-Smith,Freshwater Prawn,5,001-960-874-7569x4923,118.8
India,New Mexico,"Jimenez, Woodward and Wilkinson",Carp,5,001-325-969-9001,74.8
Thailand,Alaska,Lawrence-Collins,Milkfish,5,984-378-4619x02767,198.5
India,Florida,Contreras PLC,Dungeness Crab,3,+1-667-235-1543x91028,72.5
Bangladesh,New Hampshire,Banks-Harding,Tuna,5,844-700-7773x5400,181.2
Vietnam,Minnesota,Francis-Burton,Catfish,4,001-209-824-1873x70910,181.7
Indonesia,Tennessee,Conner Inc,Pangasius,5,+1-582-385-1700,133.3
Vietnam,Maine,Page LLC,Cod,4,(753)718-6563,170.0
India,Tennessee,"Merritt, Foster and Ferrell",Freshwater Prawn,4,+1-598-504-2683x2824,163.6
Indonesia,Maryland,"Barnes, Johns and Gomez",Tuna,3,001-530-376-4297x036,19.8
Thailand,Tennessee,Petty Inc,Snow Crab,3,001-467-504-5552x5475,130.0
Thailand,Alabama,"Morgan, Villegas and Miller",Pangasius,5,350.880.8743,161.1
Vietnam,Mississippi,Cantu Ltd,Rohu,5,(928)451-6798,40.4
Indonesia,Montana,"Reyes, Reynolds and Gallagher",Black Tiger Shrimp,5,+1-959-943-0263x504,143.6
Bangladesh,Pennsylvania,Reyes-Gross,Freshwater Prawn,5,001-597-213-0571,95.8
Bangladesh,North Dakota,Walter-Stephens,Whiteleg Shrimp,5,(624)607-8502,86.0
India,Maryland,Rodriguez-Ramirez,Snow Crab,3,(494)969-4745x1189,26.3
India,Pennsylvania,Thomas-Taylor,King Crab,3,7987803033,94.8
India,Missouri,"Lopez, Thomas and Mathis",Tilapia,5,(461)340-5054x782,64.2
India,Mississippi,Barrett and Sons,Freshwater Prawn,4,2567389419,118.6
India,Pennsylvania,Barron and Sons,Rohu,4,+1-609-334-5412x23258,65.1
Vietnam,Arkansas,"Erickson, Jacobs and Welch",Carp,3,(212)975-1383x5721,42.3
India,Ohio,Phillips-Thompson,King Prawn,5,+1-938-784-7853x41045,53.7
Vietnam,South Dakota,Thomas-Levine,Tilapia,4,+1-822-546-4335x5648,172.0
Thailand,Oklahoma,Vargas-Adams,Snapper,5,911-396-8552x55244,119.0
Vietnam,North Dakota,Young and Sons,Whiteleg Shrimp,4,+1-470-210-3292,78.6
Indonesia,Connecticut,"Smith, Young and Smith",King Crab,4,730-395-1817,85.3
Bangladesh,Nevada,"Owen, Alexander and Rodriguez",Rohu,3,+1-469-583-4383,180.8
Thailand,New Mexico,Reed-Mann,Pangasius,5,(584)556-0745x6338,180.5
Vietnam,Wisconsin,Rodriguez-Chang,Blue Swimmer Crab,4,614-447-2376x9524,59.2
Bangladesh,Missouri,Pierce-Drake,Rohu,4,001-431-919-5041x67881,57.4
India,Wisconsin,"Alexander, Robinson and Mendez",Pangasius,5,(710)937-8019x53482,194.4
Thailand,Maryland,Jenkins-Morrison,Grouper,3,9725888793,41.7
Bangladesh,Maine,"Haley, Blevins and Pugh",Tiger Prawn,5,703-259-9575,10.1
Vietnam,Connecticut,Lambert-Scott,Trout,3,468-311-1687x582,164.2
India,Texas,Orozco-Stewart,Seabass,3,898.794.7468x914,19.8
Bangladesh,Wisconsin,Sheppard-Stewart,Cod,4,402.208.0052x51011,5.6
Vietnam,Indiana,"Smith, Parker and Sanchez",Tuna,3,001-606-339-4862,182.2
Indonesia,Michigan,Taylor-Ruiz,King Prawn,3,701.942.1875x892,116.8
Thailand,New Hampshire,"Jones, James and Anderson",Milkfish,3,224.515.2534x343,40.6
India,Minnesota,"Yates, Kim and Mendez",Banana Prawn,5,(391)609-7939,162.9
Bangladesh,Pennsylvania,Cruz-Hernandez,Vannamei,5,717-389-0748x35749,24.9
India,Connecticut,Rodriguez LLC,Pangasius,3,+1-259-979-6452x99386,48.9
Bangladesh,Arkansas,"Perez, Garcia and Nicholson",Catfish,4,(724)213-9490x560,162.4
Thailand,Utah,"Lee, Webster and Logan",Black Tiger Shrimp,4,534-252-1609x1144,37.1
Indonesia,Arkansas,Mcgee-Oneal,Black Tiger Shrimp,3,390-419-9575,113.5
Vietnam,Florida,Terry PLC,Black Tiger Shrimp,3,+1-915-628-4071x104,85.7
Bangladesh,New Jersey,Alvarado-Adams,Pangasius,5,511-462-6327x35020,68.1
Bangladesh,Iowa,"Higgins, Lopez and Baird",Cod,5,8372722078,3.6
Vietnam,New Jersey,"Weber, Williams and Sanchez",Rohu,4,233.327.0446x20455,116.7
Vietnam,Connecticut,Jordan-Howard,Freshwater Prawn,3,673-567-5535,164.2
India,Pennsylvania,Williams Inc,Banana Prawn,4,266-535-2499x806,32.1
Thailand,Connecticut,Martinez Inc,Seabass,4,(503)671-6899,105.4
Indonesia,Maine,"Freeman, Barnes and Navarro",Blue Swimmer Crab,3,+1-566-970-5800x59530,128.5
India,Ohio,Kim-Clark,Carp,3,859-975-5923,177.6
Bangladesh,Tennessee,Hampton PLC,Catfish,4,829.933.8915x57053,144.6
Thailand,Massachusetts,Carlson Inc,Carp,4,(804)399-2595x21542,157.6
Indonesia,New Jersey,Morgan and Sons,Soft Shell Crab,4,8446079306,175.3
Thailand,South Dakota,Hayes LLC,Black Tiger Shrimp,5,+1-518-583-7910x790,76.5
Thailand,Virginia,Levine LLC,King Crab,5,001-868-887-8844x267,140.7
Indonesia,Wisconsin,Allen PLC,Banana Prawn,3,828.740.1006x57990,14.2
Bangladesh,Arizona,Adams-Johnson,Soft Shell Crab,5,(586)886-0559x6330,67.9
Bangladesh,Florida,"Thomas, Ryan and Johnson",Milkfish,3,955.894.9687x3655,21.4
Vietnam,Massachusetts,"Melton, Huber and Miller",Barramundi,4,(682)972-9931x625,194.9
India,Michigan,"Clark, James and Johnston",Seabass,3,737.284.0205,121.7
Bangladesh,New Jersey,"Gomez, Rodriguez and Ross",Black Tiger Shrimp,4,001-683-584-4278x63427,178.6
Vietnam,Alaska,Perez-Alvarado,Carp,3,001-818-828-8374,45.5
Bangladesh,Nevada,Woodard Group,Milkfish,3,484-946-4334,5.8
Indonesia,Connecticut,"Rodriguez, Waters and Rice",Mud Crab,4,294.605.3687,75.9
Vietnam,Hawaii,"Morales, Sanchez and Bass",Salmon,4,8909311776,16.0
Bangladesh,Massachusetts,Lawson Ltd,King Crab,4,964-685-7919x6025,127.1
Indonesia,Montana,Harding Inc,Trout,5,001-448-489-0698x28885,124.1
Thailand,Delaware,"Johnson, Harris and Pacheco",Blue Swimmer Crab,5,+1-801-879-5924x50864,163.5
Indonesia,Massachusetts,Davis-Roberts,Carp,4,5225962701,85.8
Thailand,Minnesota,Wright and Sons,Snow Crab,3,+1-653-218-4284x36012,66.0
Vietnam,Iowa,"Collins, Gutierrez and Holland",Banana Prawn,5,+1-267-655-6857,121.4
Indonesia,Vermont,"Sanford, Gomez and Gomez",Grouper,3,4232909580,101.8
Thailand,Wisconsin,Reeves-Branch,Snapper,5,+1-291-643-9945x34151,176.8
Bangladesh,New Jersey,Lawrence-Kirk,Tiger Prawn,3,449.756.2579x9105,155.4
Vietnam,Indiana,Luna LLC,Salmon,3,+1-795-636-3839x90579,79.1
India,Florida,Taylor Ltd,Trout,5,804-989-9069x83803,184.1
Bangladesh,Delaware,"Quinn, Rodriguez and Gates",Seabass,4,242-281-8990,60.0
Indonesia,Utah,Ramirez Ltd,Tiger Prawn,3,(200)964-6354,133.0
Vietnam,Wisconsin,Sanders-Knight,King Crab,5,8618887086,73.8
Thailand,New Jersey,Harris-Pineda,Vannamei,3,807.935.3272,3.8
Vietnam,Missouri,Forbes-Small,Grouper,5,+1-205-867-2339,169.0
Indonesia,California,Campbell-Daniels,Salmon,5,(968)976-4455,5.4
Indonesia,California,Wagner LLC,Carp,4,554.269.8065x31888,121.2
Vietnam,New Mexico,Nguyen-Acosta,Catfish,5,(418)837-2629,79.0
India,Maine,Perez Group,Banana Prawn,4,(353)854-5611x265,198.3
India,Michigan,Cohen-Hanson,Barramundi,4,001-993-737-0278x025,130.0
Vietnam,Massachusetts,"Gentry, Smith and Stanton",Tilapia,3,315.829.2461x3966,170.3
Bangladesh,Iowa,"Santiago, Daniel and Kelley",Mud Crab,4,+1-352-987-5065,33.8
India,Alabama,Velasquez LLC,Rohu,4,268.832.4699x29002,175.6
Indonesia,New Mexico,Walters and Sons,Mud Crab,3,784-226-7003x0936,19.1
Bangladesh,Nebraska,Black-Garcia,King Crab,5,833-790-2720,139.7
India,Iowa,"Lopez, Taylor and Hernandez",Soft Shell Crab,5,880-582-4841,199.4
Thailand,New Mexico,Vargas Inc,Mud Crab,5,+1-389-400-7233,119.7
Thailand,Alabama,Pierce PLC,Snapper,4,474-930-0620,54.0
Thailand,Kansas,"Ferguson, James and Brown",Blue Swimmer Crab,5,(807)380-6221,156.2
Thailand,Hawaii,Thornton-Graham,Snapper,3,001-380-786-5321x929,159.1
Vietnam,South Dakota,Herrera-Haley,Mud Crab,3,(591)696-2643x168,152.9
India,Missouri,"Hill, Kennedy and Harris",Salmon,3,5144092877,76.6
Vietnam,Oklahoma,Kirk-Floyd,Dungeness Crab,5,001-624-616-7978,178.7
Indonesia,Arizona,"Rivera, Rosales and Lindsey",Banana Prawn,5,695-822-2984x20448,16.6
Thailand,Iowa,Lindsey and Sons,Milkfish,3,(924)751-9463,86.1
Indonesia,Minnesota,Atkinson PLC,Grouper,5,800.263.9410,77.2
India,Florida,"Johnson, Hill and Bauer",Rohu,5,(958)996-2600x5821,145.9
Vietnam,Vermont,"Foster, Jones and Roberson",Rohu,5,(991)874-4954x04671,97.6
Bangladesh,Oklahoma,"Brown, Weiss and Clayton",Banana Prawn,5,875-985-4592,38.7
Thailand,Oregon,Decker-Paul,King Crab,5,286.274.3477x410,141.8
Bangladesh,Iowa,Price Inc,Cod,4,(387)899-9347,67.1
India,Arkansas,Moore-Richardson,Tilapia,4,+1-729-492-7696x16454,11.3
Thailand,Oregon,Lee Ltd,Cod,3,912-305-2968x98548,55.4
Bangladesh,Kentucky,Perez-Ortiz,Dungeness Crab,4,315-538-6314x949,162.8
Bangladesh,Indiana,Thompson LLC,Cod,4,001-696-775-6950x105,47.1
Thailand,New Hampshire,Jones Group,Seabass,4,+1-955-853-2595,75.0
India,Georgia,Huynh Group,Snapper,4,+1-386-719-4930x4649,102.9
Indonesia,Iowa,Vasquez-Murphy,Vannamei,3,+1-510-487-1786x677,178.1
India,Connecticut,Gill Inc,Vannamei,4,(231)604-6541x0941,13.1
Thailand,Virginia,"Ingram, Day and Kennedy",Milkfish,4,(969)510-5082x794,50.0
Thailand,Maine,Moyer-Williams,Pangasius,4,(973)984-0882x780,55.8
Bangladesh,Nevada,Russo-Moyer,Banana Prawn,5,+1-229-769-7825x425,102.7
India,Rhode Island,"Green, Levine and Jackson",Vannamei,3,+1-955-204-9549,27.6
Vietnam,Indiana,"Perry, Schultz and Matthews",Rohu,5,394-488-4183x241,153.8
Thailand,Louisiana,"Payne, Campbell and Morales",Vannamei,3,624-541-5139x218,139.5
Indonesia,Virginia,Stewart-Henry,Rohu,5,954.741.0232,85.2
Indonesia,California,Thornton PLC,Tiger Prawn,3,(933)230-9696x266,175.2
Bangladesh,Minnesota,Brown-Scott,Black Tiger Shrimp,3,001-837-432-8973x354,183.5
Thailand,Oregon,Martin-Williamson,Barramundi,5,+1-974-278-6919,57.3
Vietnam,Massachusetts,"Wright, Ward and Shah",Rohu,5,001-582-761-8570x5152,128.3
Thailand,Alabama,King-Jackson,Tiger Prawn,5,(427)524-9879x548,155.3
India,Maine,Scott-Turner,Salmon,4,823-984-4302x80046,103.6
Bangladesh,Nevada,Berry-Mccoy,Tilapia,4,497.740.4875,75.5
Bangladesh,Georgia,"Little, Gallegos and Lopez",Dungeness Crab,4,327.889.0284x835,78.9
Vietnam,Louisiana,Ayers-Washington,Pangasius,4,756.571.2559x422,109.4
Thailand,Vermont,"Bell, Adams and Hall",Soft Shell Crab,3,500.394.3501,149.0
Vietnam,South Dakota,Byrd and Sons,Dungeness Crab,5,001-538-401-5618x5714,68.6
Thailand,North Dakota,"Le, Li and Murillo",Seabass,3,568-854-7048x475,198.8
India,Massachusetts,Taylor-Robertson,Tiger Prawn,4,748-204-7739,18.2
Indonesia,Alabama,Johnson Inc,Banana Prawn,4,(392)812-6212x93274,76.9
India,South Carolina,Sampson-Hamilton,Milkfish,3,331-649-5094x5350,199.8
Vietnam,Oregon,Thompson PLC,Grouper,3,505-608-7603x621,33.6
Vietnam,West Virginia,Wilson-Morris,Milkfish,5,+1-276-425-6042x5603,63.4
Bangladesh,Arizona,Dixon Group,Dungeness Crab,4,964-294-0920x96877,124.4
Bangladesh,North Dakota,Garrett-Leonard,Snapper,5,702-577-3572x70708,81.0
Indonesia,Kentucky,"Moran, Wilson and Smith",Grouper,3,001-953-821-4269x89922,116.1
Thailand,Louisiana,Gonzalez-Key,Milkfish,5,001-778-286-0388x13615,101.0
India,Delaware,Suarez-Lopez,Soft Shell Crab,3,531-437-1665x3512,52.2
Indonesia,Arizona,"Mitchell, Carpenter and Marshall",King Crab,5,001-705-971-4614x97472,81.0
Vietnam,South Carolina,Miller Ltd,Tilapia,5,9526661687,146.0
Vietnam,Texas,Nunez PLC,Trout,3,798-292-3147x2065,46.3
Indonesia,Ohio,Turner Ltd,Black Tiger Shrimp,4,(993)757-9034x69392,68.5
Vietnam,Delaware,Cox-Herrera,Milkfish,3,781.966.7679x94133,178.7
Thailand,Nebraska,"Martinez, Collins and Martin",King Prawn,3,(971)784-7320x524,178.0
Vietnam,Hawaii,Robinson-Reed,Tilapia,4,001-356-402-1617,48.6
Vietnam,Wisconsin,Armstrong LLC,Blue Swimmer Crab,5,+1-942-893-8276,145.0
Bangladesh,Rhode Island,Reynolds Group,Blue Swimmer Crab,5,371.906.3217,84.1
India,Alaska,"Brown, Wood and Clark",Rohu,4,4693929868,131.2
Vietnam,North Dakota,Simpson-Lopez,Vannamei,3,7527692147,35.3
Thailand,Georgia,Peters-Sparks,Soft Shell Crab,4,524.845.7093,68.5
Bangladesh,Illinois,Dodson PLC,Blue Swimmer Crab,3,(358)322-0025,176.9
Thailand,New Jersey,"Thomas, Davis and Hughes",Seabass,5,(375)296-2311,44.8
Thailand,Maine,Stein and Sons,Whiteleg Shrimp,5,001-267-740-9744,36.1
Indonesia,Texas,Sanchez-Swanson,Snapper,3,8613647091,71.3
Bangladesh,Vermont,Curry Ltd,Tilapia,4,001-690-646-5896x55443,84.5
