Species,Age_Days,Water_Temp,DO,Feed_Type,Protein,Feed_Quantity
Banana Prawn,102,29.6,4.5,Pellet,37,35.22
Grouper,32,20.5,7.1,Sinking,33,12.25
Barramundi,47,23.2,6.7,Sinking,28,9.57
King Crab,123,27.9,4.4,Pellet,43,24.29
Tilapia,13,28.8,5.3,Pellet,38,7.52
Snapper,106,25.7,5.3,Floating,42,31.44
Banana Prawn,140,26.6,6.7,Floating,44,18.05
King Crab,148,30.1,4.2,Sinking,33,29.94
Rohu,127,26.0,4.3,Floating,34,48.7
Pangasius,32,27.5,5.0,Floating,30,19.74
Catfish,60,27.1,6.2,Sinking,33,26.67
Black Tiger Shrimp,13,29.7,6.2,Floating,40,36.58
Tiger Prawn,127,25.9,6.8,Floating,40,29.83
Rohu,91,25.3,4.4,Pellet,34,30.88
Blue Swimmer Crab,62,21.0,7.6,Pellet,41,8.11
Dungeness Crab,19,28.4,6.1,Floating,45,4.49
Black Tiger Shrimp,126,25.8,5.9,Sinking,37,40.01
Barramundi,55,31.6,4.9,Pellet,39,12.6
Rohu,125,25.0,7.3,Pellet,37,30.67
Grouper,126,26.4,5.6,Floating,41,4.74
Dungeness Crab,80,24.0,6.2,Sinking,34,39.37
Mud Crab,94,30.1,7.1,Pellet,37,17.17
Milkfish,39,30.3,5.2,Sinking,43,26.68
Grouper,64,28.7,6.1,Pellet,43,12.66
Snow Crab,33,26.6,5.4,Sinking,38,42.02
Barramundi,84,28.4,5.4,Floating,36,36.83
Snapper,150,28.7,6.4,Floating,44,45.94
Salmon,114,21.5,6.5,Floating,31,45.95
Milkfish,38,25.8,7.7,Sinking,30,20.55
Carp,74,30.3,7.1,Sinking,32,44.81
Whiteleg Shrimp,100,24.0,6.9,Sinking,29,36.02
Snapper,30,28.1,5.9,Floating,36,5.59
Grouper,145,30.6,4.3,Floating,45,35.93
Tiger Prawn,94,31.7,6.9,Sinking,38,43.16
Cod,52,22.8,5.6,Pellet,37,32.6
Tilapia,30,28.5,5.8,Floating,38,41.65
Cod,91,28.4,6.7,Pellet,38,28.83
Rohu,85,22.5,6.3,Pellet,28,5.42
Barramundi,129,24.3,4.7,Floating,40,45.03
King Prawn,64,23.8,7.3,Pellet,28,22.13
Blue Swimmer Crab,32,28.2,6.0,Floating,39,32.57
Tilapia,127,29.9,5.2,Sinking,39,35.56
Banana Prawn,143,22.9,5.5,Floating,28,9.38
Tilapia,73,30.0,7.6,Sinking,38,9.2
Tiger Prawn,47,21.8,6.4,Floating,39,36.58
King Prawn,29,22.7,6.7,Pellet,30,4.48
Blue Swimmer Crab,70,23.4,4.1,Floating,30,38.03
Snow Crab,139,27.8,4.7,Sinking,38,19.22
Cod,87,26.8,6.4,Sinking,36,6.33
King Crab,44,26.5,7.1,Pellet,35,42.21
Tuna,148,23.2,4.8,Sinking,39,17.33
Vannamei,36,31.7,4.9,Sinking,42,30.85
Vannamei,71,27.4,7.5,Floating,30,14.48
Grouper,20,26.8,7.1,Floating,45,48.58
Barramundi,39,31.9,4.5,Pellet,39,23.19
Catfish,100,31.8,4.2,Floating,41,43.71
Soft Shell Crab,136,27.8,6.9,Floating,38,29.29
Barramundi,66,27.4,4.5,Sinking,30,37.13
Freshwater Prawn,118,31.9,5.9,Sinking,30,13.66
King Crab,37,23.4,6.5,Sinking,29,4.91
Seabass,52,27.8,4.4,Floating,34,2.19
Barramundi,81,25.2,6.2,Pellet,38,2.03
Banana Prawn,18,21.9,7.7,Floating,42,14.4
King Crab,132,27.5,5.5,Floating,43,28.25
King Crab,113,25.6,7.0,Floating,38,10.85
Milkfish,83,25.4,6.8,Sinking,45,18.71
Grouper,88,30.5,5.9,Floating,28,15.39
Pangasius,103,29.7,7.3,Pellet,28,31.71
King Prawn,103,20.2,7.1,Sinking,38,3.76
Carp,116,29.5,4.1,Floating,38,14.79
Soft Shell Crab,108,30.6,6.9,Floating,38,25.94
Vannamei,82,31.4,5.4,Floating,40,48.28
Barramundi,37,30.3,7.5,Floating,31,38.77
Milkfish,38,23.2,4.8,Pellet,38,22.63
Salmon,42,31.2,6.9,Sinking,36,29.38
Whiteleg Shrimp,123,31.7,7.4,Floating,33,11.24
Trout,146,29.8,6.8,Sinking,35,6.18
Pangasius,81,23.5,4.8,Floating,43,35.13
Soft Shell Crab,25,26.2,6.4,Floating,36,7.02
Catfish,55,27.0,6.2,Floating,33,26.28
Mud Crab,43,25.7,4.8,Pellet,34,30.82
Tiger Prawn,125,29.1,5.1,Sinking,35,29.16
Tuna,22,22.3,4.9,Sinking,32,11.29
Salmon,57,29.5,4.8,Pellet,33,46.99
Seabass,74,31.5,6.9,Sinking,37,25.0
Pangasius,130,20.7,4.4,Floating,35,20.78
Tuna,51,26.2,5.7,Pellet,43,41.42
Rohu,108,31.7,5.6,Floating,44,47.21
Milkfish,33,24.1,7.3,Floating,31,28.81
Tilapia,106,22.6,4.1,Pellet,37,4.87
King Prawn,141,24.8,4.3,Sinking,42,25.93
Seabass,46,31.2,5.7,Pellet,43,12.83
Pangasius,22,27.9,5.6,Floating,41,41.31
King Crab,27,31.4,7.3,Sinking,43,43.71
Carp,25,29.2,6.0,Floating,42,14.52
Barramundi,63,21.0,6.2,Sinking,35,47.81
Whiteleg Shrimp,124,27.3,4.0,Sinking,37,17.44
Blue Swimmer Crab,80,29.9,7.4,Floating,33,40.66
Pangasius,40,30.7,8.0,Pellet,34,1.33
Blue Swimmer Crab,48,24.7,6.7,Sinking,35,7.12
King Crab,142,27.4,6.2,Pellet,36,1.78
Snow Crab,125,30.5,4.7,Floating,44,29.67
Barramundi,107,26.6,5.2,Sinking,36,28.92
Tuna,15,24.0,5.3,Sinking,39,35.57
Blue Swimmer Crab,26,22.0,6.8,Pellet,32,26.56
Dungeness Crab,75,27.5,6.1,Sinking,30,30.04
Pangasius,78,29.3,5.8,Pellet,28,1.38
Tuna,137,23.5,7.1,Sinking,44,40.44
Whiteleg Shrimp,55,28.4,4.3,Pellet,43,46.21
Cod,85,23.4,6.6,Pellet,28,5.69
Snapper,15,29.2,4.8,Floating,36,29.71
Snow Crab,64,22.8,6.1,Floating,38,45.87
Seabass,137,20.8,5.1,Floating,33,7.24
Tilapia,112,24.2,5.2,Floating,44,13.47
Whiteleg Shrimp,53,29.4,6.9,Pellet,40,7.11
Milkfish,52,22.4,7.7,Pellet,39,13.66
Snow Crab,143,27.2,7.0,Floating,39,3.78
King Crab,37,27.8,5.2,Pellet,31,42.42
Seabass,94,21.8,6.6,Pellet,35,42.4
Soft Shell Crab,79,22.4,6.4,Sinking,36,1.78
Rohu,74,23.7,4.7,Pellet,29,5.96
Milkfish,22,22.9,6.1,Sinking,44,46.5
Barramundi,21,30.2,6.3,Pellet,40,19.19
Milkfish,73,30.6,7.9,Sinking,42,47.29
Salmon,145,28.2,6.8,Pellet,44,28.84
Carp,17,30.7,6.8,Pellet,45,8.03
Snow Crab,72,24.6,6.8,Pellet,28,7.04
Whiteleg Shrimp,22,24.8,4.4,Sinking,42,46.65
Soft Shell Crab,101,30.1,4.2,Floating,32,27.92
Mud Crab,136,31.5,5.8,Sinking,32,9.33
Soft Shell Crab,62,30.6,7.6,Pellet,30,35.61
Dungeness Crab,90,22.7,5.2,Sinking,29,30.16
King Crab,62,31.5,6.1,Floating,39,3.94
Soft Shell Crab,20,30.0,4.8,Sinking,30,7.08
Carp,14,20.9,5.3,Floating,33,28.33
Carp,20,27.8,7.4,Sinking,33,24.18
King Crab,100,20.1,5.3,Floating,33,19.81
Tiger Prawn,61,27.5,6.4,Sinking,36,24.64
Milkfish,66,22.6,5.2,Floating,39,47.76
King Crab,26,25.4,7.0,Floating,28,36.35
Whiteleg Shrimp,34,28.7,6.8,Pellet,45,11.25
Whiteleg Shrimp,146,24.6,4.4,Pellet,44,38.77
Soft Shell Crab,75,22.4,6.1,Sinking,41,10.81
Tilapia,107,24.7,6.7,Sinking,38,36.16
Barramundi,96,31.7,7.2,Pellet,40,7.8
Pangasius,23,23.3,5.7,Pellet,33,13.34
Milkfish,144,31.0,7.3,Sinking,30,9.95
Whiteleg Shrimp,137,25.2,6.8,Sinking,31,45.2
Trout,14,23.8,6.7,Sinking,36,47.8
Soft Shell Crab,15,23.2,5.4,Pellet,45,26.17
King Prawn,39,27.6,6.4,Floating,45,39.81
Blue Swimmer Crab,119,20.2,6.5,Floating,44,30.47
Snow Crab,47,30.3,6.8,Floating,38,2.67
Vannamei,28,28.1,5.1,Floating,33,16.94
King Crab,79,27.8,4.9,Floating,31,5.79
Vannamei,88,24.3,6.1,Floating,34,39.38
Trout,55,28.1,7.0,Sinking,41,5.32
Rohu,76,24.9,4.2,Floating,42,16.36
Pangasius,50,25.7,4.3,Floating,41,33.32
Blue Swimmer Crab,95,27.2,5.6,Sinking,29,28.19
Mud Crab,44,22.0,4.0,Sinking,30,35.74
Catfish,16,26.1,4.2,Pellet,43,27.04
Pangasius,121,28.6,6.8,Floating,44,10.03
King Crab,47,20.7,6.2,Sinking,44,48.33
Trout,144,29.9,5.3,Pellet,38,48.59
Trout,127,21.4,5.4,Sinking,33,24.44
Pangasius,52,30.6,5.3,Pellet,28,4.17
Freshwater Prawn,150,23.4,5.6,Pellet,41,15.03
Soft Shell Crab,34,24.7,7.5,Floating,42,40.65
Pangasius,139,20.1,5.5,Floating,43,47.78
Whiteleg Shrimp,35,24.8,6.9,Sinking,30,12.25
Cod,134,25.0,4.5,Pellet,40,9.91
King Prawn,103,20.7,6.2,Floating,42,35.19
Tuna,137,23.0,5.9,Sinking,31,4.73
Salmon,138,22.2,7.8,Pellet,35,28.17
Mud Crab,146,20.9,5.1,Sinking,33,15.29
Cod,39,22.9,7.1,Floating,45,15.06
Snapper,125,27.4,5.0,Sinking,30,22.85
Catfish,21,31.1,4.8,Floating,29,11.21
Tuna,10,27.8,4.7,Floating,34,1.03
Salmon,87,20.7,6.1,Floating,29,26.96
Dungeness Crab,11,30.4,4.7,Pellet,30,22.48
Black Tiger Shrimp,19,27.1,5.1,Sinking,39,41.64
Rohu,123,30.2,4.1,Sinking,38,12.3
Carp,120,28.8,5.1,Sinking,40,6.04
Mud Crab,90,24.8,5.9,Pellet,35,42.09
Black Tiger Shrimp,145,27.4,6.8,Floating,39,9.47
Soft Shell Crab,52,22.8,6.3,Floating,30,10.5
Freshwater Prawn,150,27.9,7.0,Pellet,44,30.19
Freshwater Prawn,142,31.0,5.8,Pellet,30,3.52
Tilapia,55,24.9,6.1,Pellet,43,28.04
Carp,30,31.4,5.1,Floating,45,29.37
Mud Crab,56,26.5,7.2,Sinking,31,48.45
Freshwater Prawn,120,30.3,5.4,Floating,33,14.98
Black Tiger Shrimp,78,24.2,4.0,Pellet,36,41.38
Mud Crab,106,28.9,7.0,Floating,38,35.72
Soft Shell Crab,95,29.2,4.8,Pellet,39,43.13
Barramundi,136,21.5,5.9,Floating,30,43.8
Salmon,33,20.3,6.8,Sinking,29,30.45
Dungeness Crab,111,24.4,4.8,Sinking,32,30.2
Tuna,52,24.2,5.9,Floating,45,42.45
Snapper,77,29.8,5.8,Pellet,39,14.05
Tiger Prawn,71,29.7,5.0,Pellet,37,44.82
Pangasius,71,31.3,7.7,Sinking,41,44.7
Mud Crab,124,23.6,6.5,Pellet,40,23.92
Milkfish,27,30.1,5.1,Sinking,34,21.79
Tuna,134,27.7,4.3,Sinking,32,9.34
Tiger Prawn,141,23.1,7.6,Pellet,43,34.62
Tiger Prawn,96,27.9,4.5,Pellet,36,12.13
Milkfish,54,23.9,4.2,Pellet,28,7.67
Tilapia,15,21.9,4.1,Floating,41,40.72
Pangasius,117,28.2,4.8,Floating,29,24.25
King Prawn,42,30.9,5.7,Floating,41,2.19
Black Tiger Shrimp,25,20.3,5.2,Floating,35,17.94
Trout,89,24.6,5.7,Pellet,42,36.04
Seabass,34,22.6,5.8,Pellet,39,23.43
Mud Crab,123,29.5,4.2,Pellet,44,38.81
Tilapia,143,20.7,7.7,Sinking,30,31.81
Snow Crab,59,26.8,7.2,Sinking,43,11.15
Snow Crab,40,23.7,5.0,Pellet,44,37.32
Freshwater Prawn,37,28.9,6.4,Floating,42,48.5
Mud Crab,22,30.8,7.7,Sinking,45,6.93
Dungeness Crab,83,31.6,6.1,Sinking,36,9.51
Rohu,26,27.8,7.3,Sinking,28,11.93
Blue Swimmer Crab,133,29.1,7.4,Floating,39,39.82
Banana Prawn,79,21.2,7.3,Pellet,36,44.26
Blue Swimmer Crab,13,23.4,6.0,Pellet,31,13.2
Trout,23,26.0,5.3,Floating,32,27.9
Tilapia,36,24.7,7.2,Floating,42,38.66
Rohu,132,29.5,4.9,Floating,37,18.58
Cod,85,30.4,5.0,Pellet,34,6.01
Cod,104,21.3,7.9,Floating,31,25.27
Pangasius,70,28.9,4.7,Floating,35,45.06
Salmon,114,29.1,5.7,Pellet,32,20.7
Catfish,113,23.3,6.6,Floating,43,34.09
King Crab,115,24.0,7.2,Floating,41,17.86
Seabass,87,28.6,6.1,Sinking,34,6.55
Trout,116,23.3,5.0,Floating,32,10.72
Banana Prawn,86,30.4,4.1,Floating,37,22.2
Trout,34,21.0,6.4,Floating,39,40.56
Snow Crab,107,23.1,7.3,Floating,40,14.81
Vannamei,87,29.3,5.0,Floating,43,10.6
Catfish,41,22.6,5.6,Pellet,38,20.72
Tiger Prawn,149,24.6,7.5,Pellet,37,7.17
Blue Swimmer Crab,15,23.9,7.5,Floating,44,15.44
King Crab,123,30.4,7.5,Pellet,28,1.84
King Crab,20,22.2,7.9,Sinking,35,21.78
Freshwater Prawn,17,20.1,7.8,Floating,42,37.71
Soft Shell Crab,13,24.1,6.8,Pellet,32,42.63
Catfish,28,21.4,5.8,Floating,40,43.36
Snapper,134,28.1,5.4,Floating,42,14.9
Grouper,129,26.9,7.8,Sinking,43,33.86
Tuna,90,30.4,7.0,Pellet,42,46.93
Salmon,20,26.6,4.5,Pellet,39,29.6
Tuna,101,20.5,4.4,Sinking,39,46.29
Carp,56,21.7,4.8,Sinking,30,32.36
Soft Shell Crab,48,24.8,7.2,Sinking,38,28.21
Vannamei,109,31.7,7.8,Floating,40,13.18
Whiteleg Shrimp,147,20.2,7.8,Sinking,29,40.25
Mud Crab,60,26.4,5.5,Floating,33,9.67
Pangasius,94,23.5,5.1,Sinking,34,30.66
Blue Swimmer Crab,94,23.5,6.3,Pellet,31,15.33
Rohu,118,25.4,5.7,Floating,30,13.92
Tuna,59,27.1,5.8,Pellet,33,10.36
Salmon,25,26.7,5.6,Floating,40,30.08
King Prawn,134,29.6,4.5,Sinking,31,49.01
Barramundi,150,30.9,4.6,Pellet,44,1.09
Catfish,35,24.2,6.4,Sinking,34,44.59
Freshwater Prawn,99,29.5,5.5,Floating,45,45.74
Seabass,29,30.3,6.5,Floating,34,12.88
Freshwater Prawn,105,20.1,4.7,Pellet,39,43.98
Rohu,57,26.2,4.7,Sinking,44,35.69
Tiger Prawn,109,20.5,4.3,Sinking,37,21.0
King Crab,145,22.2,4.7,Sinking,29,13.87
Tuna,62,31.7,5.8,Pellet,45,26.93
Salmon,123,26.0,4.1,Floating,31,6.61
Freshwater Prawn,47,28.5,7.0,Pellet,32,6.12
Snapper,83,23.5,7.0,Pellet,40,24.87
Milkfish,38,26.1,7.5,Pellet,37,40.28
Catfish,19,21.4,5.3,Sinking,36,45.27
Trout,31,24.3,4.6,Floating,31,26.42
Mud Crab,127,26.4,5.4,Floating,39,11.46
Grouper,12,30.4,6.5,Floating,32,45.38
Vannamei,16,27.3,4.2,Floating,44,22.83
Grouper,88,22.6,4.9,Pellet,42,15.64
Tilapia,97,26.4,4.3,Sinking,40,46.5
Carp,26,30.3,5.4,Floating,28,33.73
Dungeness Crab,142,29.8,7.7,Sinking,29,36.31
Snow Crab,114,30.3,5.2,Pellet,31,31.09
Whiteleg Shrimp,13,26.1,4.2,Pellet,39,38.25
Soft Shell Crab,69,26.0,6.6,Floating,45,18.74
Banana Prawn,56,26.1,6.9,Sinking,36,49.51
Seabass,56,31.0,4.4,Floating,45,4.49
Grouper,118,30.3,5.5,Sinking,43,25.96
Barramundi,10,26.5,7.6,Pellet,31,32.57
Seabass,131,20.1,7.0,Floating,39,30.36
Tilapia,139,31.3,7.4,Sinking,40,47.57
Freshwater Prawn,24,30.0,5.9,Floating,32,25.82
Grouper,86,31.9,6.7,Floating,41,1.34
Milkfish,139,29.5,5.7,Floating,44,2.77
Blue Swimmer Crab,48,28.7,8.0,Sinking,42,11.95
Carp,17,27.3,7.5,Floating,44,31.86
Cod,76,22.3,5.1,Pellet,29,48.28
Pangasius,21,31.4,5.3,Floating,34,32.17
Vannamei,98,20.5,6.7,Sinking,40,44.89
Salmon,46,26.8,4.2,Pellet,37,17.13
Snapper,96,31.4,5.3,Sinking,34,48.55
Mud Crab,109,27.7,4.7,Pellet,37,1.05
Seabass,131,25.6,7.7,Pellet,36,16.05
Salmon,43,23.4,6.2,Floating,37,7.54
Tilapia,69,31.4,7.3,Pellet,44,16.98
Catfish,16,21.8,6.6,Pellet,37,28.72
Tilapia,134,24.9,6.3,Pellet,42,32.16
Dungeness Crab,142,23.6,7.0,Sinking,28,47.78
Dungeness Crab,30,26.6,5.6,Floating,42,45.2
Soft Shell Crab,63,27.3,4.3,Pellet,39,13.86
Freshwater Prawn,60,28.8,5.5,Pellet,42,3.6
King Prawn,115,23.6,4.8,Sinking,42,40.53
Grouper,94,26.3,7.4,Pellet,35,32.5
Freshwater Prawn,33,26.9,7.9,Pellet,31,18.25
King Prawn,59,30.6,6.1,Sinking,30,4.29
Catfish,107,20.1,4.7,Floating,37,43.93
King Crab,133,22.6,7.7,Sinking,44,6.75
Banana Prawn,38,28.1,6.3,Floating,36,42.86
Vannamei,13,22.4,7.5,Floating,32,31.12
Tilapia,141,29.9,4.5,Pellet,42,11.42
Snow Crab,56,24.3,6.1,Sinking,45,17.88
Cod,48,21.8,6.1,Sinking,45,36.83
Dungeness Crab,63,30.7,5.4,Sinking,39,16.52
Whiteleg Shrimp,67,26.8,4.8,Pellet,32,1.08
Seabass,90,25.5,4.7,Floating,28,8.65
Seabass,44,25.2,6.2,Pellet,45,35.71
Freshwater Prawn,104,29.8,4.1,Pellet,42,9.55
Cod,109,28.1,7.9,Pellet,38,30.57
Milkfish,85,22.4,6.1,Pellet,44,39.45
King Crab,62,25.0,5.0,Sinking,43,8.54
Carp,22,31.5,7.5,Sinking,30,39.61
Snow Crab,14,29.1,7.8,Floating,45,29.14
Snow Crab,56,24.8,6.0,Sinking,32,19.89
Tilapia,72,26.4,6.1,Pellet,33,26.4
Tiger Prawn,29,22.5,7.8,Sinking,33,39.74
Freshwater Prawn,66,26.2,4.8,Sinking,28,16.52
Freshwater Prawn,81,30.0,4.6,Sinking,35,40.31
Seabass,122,31.8,6.3,Floating,39,32.57
Trout,48,29.8,7.3,Floating,29,21.1
Trout,15,20.5,8.0,Sinking,37,42.29
Seabass,107,20.7,4.5,Sinking,36,44.04
Banana Prawn,106,24.1,4.6,Floating,44,18.3
Carp,140,29.6,5.4,Pellet,31,41.54
Grouper,41,27.7,6.2,Floating,44,28.21
Whiteleg Shrimp,106,24.1,4.1,Floating,29,43.25
Black Tiger Shrimp,19,26.0,7.1,Floating,40,24.32
Carp,44,31.9,5.9,Pellet,44,21.2
Tilapia,103,22.1,6.8,Pellet,30,6.87
Blue Swimmer Crab,26,22.6,7.5,Floating,32,40.62
Vannamei,133,25.5,5.2,Sinking,40,3.05
Banana Prawn,136,31.5,6.9,Pellet,31,19.5
Mud Crab,109,31.7,6.5,Sinking,32,47.48
Seabass,96,27.3,4.1,Sinking,31,40.73
King Prawn,73,22.4,7.1,Sinking,32,2.85
Pangasius,95,30.0,7.7,Pellet,38,2.02
Catfish,113,27.7,6.3,Sinking,35,5.74
Whiteleg Shrimp,126,31.2,6.4,Sinking,40,28.36
King Prawn,149,31.1,4.0,Pellet,44,43.91
Blue Swimmer Crab,48,22.8,6.8,Pellet,37,21.87
Milkfish,103,26.8,6.7,Pellet,30,9.65
Pangasius,47,28.4,6.3,Sinking,36,10.75
Seabass,11,29.5,5.4,Pellet,32,5.41
Cod,40,24.3,6.6,Pellet,35,14.79
Seabass,51,30.6,7.8,Pellet,29,1.58
Barramundi,46,20.3,6.1,Pellet,37,17.96
Salmon,76,23.4,5.3,Floating,33,48.3
King Prawn,71,25.2,6.0,Sinking,41,39.22
Blue Swimmer Crab,32,23.4,6.7,Floating,31,47.06
King Prawn,103,31.5,5.9,Sinking,33,46.58
Freshwater Prawn,80,26.7,4.9,Sinking,28,10.8
Seabass,145,30.8,6.4,Sinking,42,46.47
Pangasius,110,25.0,5.6,Floating,44,39.41
Mud Crab,71,21.7,4.1,Pellet,33,49.36
Soft Shell Crab,21,21.2,5.7,Pellet,29,41.71
Trout,10,24.8,4.1,Floating,42,25.49
Catfish,40,28.8,6.1,Sinking,29,26.29
Trout,110,21.9,4.8,Pellet,42,25.5
Whiteleg Shrimp,26,22.9,5.6,Pellet,36,2.26
Milkfish,73,25.4,5.6,Pellet,45,24.87
King Prawn,56,23.7,7.2,Floating,31,23.71
Seabass,124,31.0,6.9,Sinking,42,32.03
Whiteleg Shrimp,48,24.6,7.3,Pellet,33,41.02
Blue Swimmer Crab,104,25.4,4.2,Pellet,28,21.46
King Crab,55,27.6,7.9,Pellet,34,32.51
Mud Crab,80,22.1,4.3,Pellet,39,46.84
Banana Prawn,98,21.3,6.2,Sinking,35,26.62
Grouper,131,27.5,7.4,Sinking,43,43.07
Grouper,48,31.6,5.9,Floating,45,6.44
Salmon,54,24.4,4.1,Pellet,29,39.45
Tilapia,65,26.5,6.9,Sinking,39,3.08
Black Tiger Shrimp,52,31.8,5.0,Sinking,31,24.11
Catfish,78,24.5,7.6,Pellet,33,1.69
Catfish,149,25.1,6.5,Floating,28,36.13
Black Tiger Shrimp,43,28.7,5.5,Pellet,43,5.94
Pangasius,26,31.5,4.6,Sinking,36,42.11
Barramundi,76,20.5,7.3,Floating,44,35.22
Banana Prawn,104,21.2,8.0,Floating,36,35.93
Salmon,96,23.5,5.1,Pellet,35,13.06
Freshwater Prawn,24,22.8,7.6,Sinking,40,29.03
Snapper,45,23.0,7.4,Pellet,29,43.69
King Prawn,121,20.7,6.3,Pellet,28,36.84
Whiteleg Shrimp,78,25.7,7.3,Pellet,43,27.11
Tilapia,45,30.1,6.9,Floating,30,45.57
Milkfish,72,22.8,7.6,Sinking,34,43.32
Banana Prawn,31,20.8,6.4,Sinking,30,26.41
Freshwater Prawn,108,20.2,7.8,Pellet,33,7.23
Salmon,76,24.7,6.4,Floating,30,16.72
Tuna,30,26.0,5.6,Sinking,36,16.03
Mud Crab,142,31.1,5.5,Sinking,32,5.17
Rohu,122,20.4,6.6,Sinking,41,36.19
Tuna,52,28.9,5.2,Floating,33,33.38
Whiteleg Shrimp,42,20.7,5.4,Pellet,33,45.74
Milkfish,36,31.1,6.8,Floating,36,20.05
Black Tiger Shrimp,84,22.4,4.5,Floating,34,7.96
Carp,102,28.0,6.8,Pellet,41,26.8
Mud Crab,47,31.1,7.5,Floating,28,28.87
Soft Shell Crab,107,22.8,4.6,Pellet,44,45.15
Milkfish,20,25.9,7.3,Pellet,44,15.73
Seabass,73,22.9,7.1,Pellet,43,25.16
Catfish,128,23.7,6.8,Floating,29,9.24
Barramundi,49,25.3,4.2,Floating,31,29.86
Grouper,51,31.4,5.1,Sinking,35,32.43
Black Tiger Shrimp,80,31.1,7.4,Sinking,28,45.21
Trout,40,24.1,5.5,Sinking,41,7.24
Blue Swimmer Crab,55,30.4,7.8,Pellet,38,33.88
Banana Prawn,80,24.8,4.3,Pellet,30,24.06
Barramundi,117,26.0,6.2,Sinking,38,33.53
Vannamei,104,31.7,4.3,Floating,32,2.03
Catfish,127,22.2,7.9,Pellet,38,26.1
Mud Crab,56,28.8,7.3,Pellet,33,33.23
Tiger Prawn,135,22.2,7.2,Floating,36,24.71
King Prawn,64,24.5,6.6,Sinking,29,20.14
King Prawn,93,28.8,7.1,Sinking,28,16.81
Dungeness Crab,54,27.7,4.2,Floating,44,21.55
Trout,77,20.1,6.7,Pellet,38,40.89
Snapper,48,28.2,4.7,Floating,31,16.55
Rohu,102,28.9,4.3,Floating,42,20.44
Grouper,104,20.9,5.5,Sinking,41,48.43
Tilapia,29,23.0,5.4,Floating,29,41.87
Carp,90,20.2,5.6,Sinking,33,8.17
Tuna,139,30.0,6.2,Sinking,40,4.71
Tilapia,136,31.9,4.9,Pellet,38,22.29
Blue Swimmer Crab,68,28.3,7.5,Sinking,42,2.56
King Prawn,51,31.6,4.3,Floating,37,30.64
Pangasius,140,25.2,6.4,Pellet,35,13.46
Cod,130,22.4,6.9,Floating,32,27.53
Tilapia,47,28.9,4.9,Pellet,37,39.82
King Crab,83,22.0,7.8,Sinking,36,33.98
Vannamei,95,26.6,8.0,Sinking,40,18.23
King Prawn,146,30.2,7.6,Floating,45,33.97
Grouper,130,29.7,6.0,Floating,29,20.65
Vannamei,68,22.1,4.9,Floating,42,44.21
Tuna,63,23.7,5.3,Floating,36,41.28
Pangasius,78,21.6,5.7,Pellet,42,21.42
Seabass,27,23.9,7.5,Sinking,36,11.91
Black Tiger Shrimp,33,27.5,4.1,Floating,41,24.83
Milkfish,85,30.7,4.8,Floating,44,33.17
Snapper,35,23.8,6.4,Pellet,35,9.58
Milkfish,113,23.9,7.8,Sinking,40,24.72
Banana Prawn,57,28.3,6.7,Sinking,32,17.38
Mud Crab,32,24.9,5.2,Pellet,43,15.28
Tiger Prawn,46,25.6,5.6,Sinking,41,30.11
Salmon,28,31.1,8.0,Floating,32,19.94
Cod,104,27.6,5.4,Pellet,32,37.27
Black Tiger Shrimp,75,31.4,7.1,Floating,45,48.36
Freshwater Prawn,14,29.3,7.3,Pellet,45,44.65
King Prawn,43,27.5,7.5,Pellet,36,47.85
Tilapia,93,29.8,5.3,Pellet,39,46.48
Pangasius,86,25.1,4.4,Floating,34,19.61
Trout,77,22.4,4.5,Sinking,33,38.1
Blue Swimmer Crab,15,29.8,5.2,Floating,28,21.06
Mud Crab,13,26.7,5.3,Pellet,44,23.74
King Crab,82,25.9,7.2,Sinking,45,35.22
Black Tiger Shrimp,76,29.8,7.3,Floating,32,18.85
Cod,27,24.4,6.8,Sinking,33,49.61
Tuna,126,29.9,4.1,Pellet,38,12.28
Tilapia,49,29.2,6.7,Pellet,28,27.76
Banana Prawn,113,22.7,7.0,Pellet,31,12.03
Soft Shell Crab,53,26.7,5.3,Pellet,35,27.12
Cod,128,29.5,6.4,Sinking,44,21.46
Grouper,44,24.4,5.7,Floating,29,11.31
Snow Crab,83,30.2,6.9,Pellet,33,15.54
Vannamei,29,28.4,4.6,Floating,30,49.03
Black Tiger Shrimp,67,29.7,6.1,Pellet,33,35.3
Grouper,93,29.0,7.1,Sinking,29,22.02
Black Tiger Shrimp,138,28.5,5.3,Floating,41,9.34
Cod,92,26.6,7.8,Floating,38,34.25
Trout,91,30.9,5.8,Floating,43,45.67
Milkfish,131,23.6,4.7,Sinking,30,2.65
Trout,39,28.7,5.0,Sinking,31,20.89
Snapper,145,30.0,7.9,Floating,35,45.64
Mud Crab,52,27.4,6.0,Sinking,43,7.25
King Prawn,105,26.5,5.7,Pellet,36,20.01
Snapper,132,24.8,4.7,Sinking,33,32.26
Dungeness Crab,55,21.5,5.5,Sinking,43,15.58
Trout,15,28.0,5.4,Floating,33,26.19
Barramundi,100,23.1,7.9,Pellet,43,7.3
Rohu,130,27.0,7.7,Pellet,33,43.45
Soft Shell Crab,29,28.7,4.5,Sinking,36,12.22
Banana Prawn,26,25.1,7.1,Sinking,36,19.91
Seabass,25,23.5,8.0,Pellet,42,20.9
Catfish,68,30.7,5.6,Pellet,30,42.12
Trout,59,23.5,7.4,Floating,44,7.3
