Target_Country,Species,Required_Quantity,Quality_Grade,Price_Offered
China,Seabass,47,C,43510.05
Japan,Whiteleg Shrimp,15,A,37590.15
China,Snow Crab,49,A,76125.0
USA,Cod,12,B,99243.17
India,King Prawn,11,B,93636.76
USA,Banana Prawn,35,A,461776.64
Japan,Black Tiger Shrimp,30,B,79707.34
Japan,Banana Prawn,49,B,130757.65
India,Grouper,25,C,283972.85
India,Catfish,20,B,93649.33
Japan,Trout,20,A,82271.67
India,Seabass,27,B,394600.5
USA,Whiteleg Shrimp,9,C,214859.63
India,Tuna,33,A,119761.0
India,Cod,22,C,448661.1
Japan,Milkfish,31,C,177543.06
Japan,Pangasius,17,C,200847.49
India,King Crab,31,C,37627.68
India,Tiger Prawn,45,B,143506.59
EU,King Crab,29,B,228123.02
India,King Prawn,24,C,47705.62
India,Soft Shell Crab,46,C,381493.75
USA,Carp,25,A,92498.01
India,Pangasius,22,A,21836.31
EU,Soft Shell Crab,43,A,312495.6
China,Grouper,23,B,438156.68
Japan,Milkfish,28,A,374718.43
China,Carp,33,C,226550.78
Japan,Catfish,49,C,291043.71
India,Snow Crab,34,B,154290.83
EU,Whiteleg Shrimp,4,B,118772.37
Japan,Dungeness Crab,10,A,200869.36
EU,Freshwater Prawn,30,A,381321.55
USA,Trout,47,B,13758.03
EU,Cod,36,A,34980.38
India,Tiger Prawn,31,B,198793.19
Japan,Mud Crab,37,A,309302.15
EU,Catfish,33,A,359946.75
India,Black Tiger Shrimp,46,A,109143.5
EU,Dungeness Crab,7,C,20626.01
Japan,Freshwater Prawn,19,A,315202.22
China,Black Tiger Shrimp,28,B,487372.83
India,Catfish,49,C,75793.34
China,Banana Prawn,28,C,325670.13
Japan,Milkfish,35,C,190353.05
USA,Salmon,49,B,40841.65
USA,Whiteleg Shrimp,18,C,363698.61
China,Freshwater Prawn,33,C,416888.08
China,Milkfish,36,A,101102.99
Japan,Carp,12,B,24942.3
USA,Pangasius,2,C,455062.29
India,Milkfish,11,B,233524.59
India,Tuna,15,C,452179.69
USA,Soft Shell Crab,23,B,430288.45
EU,Snapper,6,A,338373.85
USA,Seabass,35,A,483980.93
India,Pangasius,46,B,365287.08
India,Freshwater Prawn,23,A,42671.19
India,Grouper,30,B,79424.11
India,King Prawn,33,C,240790.13
USA,Black Tiger Shrimp,29,B,488532.5
Japan,Barramundi,31,A,451313.09
China,Blue Swimmer Crab,48,A,325795.8
India,Black Tiger Shrimp,12,C,117629.71
USA,Tuna,38,A,339489.24
Japan,Tilapia,20,A,408331.47
India,King Crab,21,C,164284.77
India,Tuna,27,B,283364.65
Japan,Black Tiger Shrimp,17,B,102307.61
USA,Rohu,46,A,252827.41
USA,Trout,48,C,145989.99
Japan,Rohu,41,C,317873.51
Japan,Freshwater Prawn,25,B,152138.11
EU,King Prawn,39,B,242696.01
USA,Catfish,8,B,57686.05
USA,Tiger Prawn,33,B,167319.55
India,Barramundi,18,C,404897.7
India,Freshwater Prawn,7,C,195622.02
USA,Snow Crab,40,C,376010.27
EU,Whiteleg Shrimp,50,C,112556.55
Japan,Carp,6,C,410920.84
China,Dungeness Crab,48,A,228487.8
India,Barramundi,9,A,33051.41
Japan,Barramundi,13,A,317364.64
USA,Catfish,19,C,63272.2
India,Banana Prawn,9,C,93290.3
EU,King Prawn,38,B,433649.59
Japan,Catfish,37,C,386243.93
India,Blue Swimmer Crab,22,A,68283.32
India,King Crab,23,A,197485.21
EU,Seabass,49,C,344955.45
EU,Tiger Prawn,25,C,240316.43
USA,Banana Prawn,2,A,257204.63
China,Whiteleg Shrimp,16,B,179572.34
China,Tuna,24,C,89324.48
India,Trout,13,C,445512.34
Japan,King Crab,36,C,351334.44
USA,Banana Prawn,6,B,398406.84
India,Tilapia,16,B,474498.64
Japan,Pangasius,45,B,343426.17
China,Milkfish,23,B,44983.86
USA,Tiger Prawn,19,C,384087.86
China,Carp,42,C,329686.53
EU,King Prawn,46,B,120035.82
Japan,Catfish,43,B,181987.79
EU,Freshwater Prawn,18,C,483680.54
India,Whiteleg Shrimp,3,B,473096.06
China,Trout,49,B,439027.97
China,Soft Shell Crab,23,A,82968.5
EU,Tilapia,44,C,382333.36
EU,Grouper,41,A,59230.37
India,Seabass,45,A,468978.54
China,Trout,13,C,213958.27
USA,Whiteleg Shrimp,41,B,476562.28
Japan,Vannamei,17,A,426733.21
EU,Mud Crab,36,B,261366.21
China,Cod,49,B,183366.11
EU,Carp,46,B,50984.64
China,Snapper,29,C,376027.25
EU,Barramundi,31,C,345501.39
China,Snow Crab,28,C,51197.6
India,Milkfish,30,A,369456.52
EU,Salmon,23,A,481760.88
EU,Salmon,8,C,494527.15
Japan,Mud Crab,37,A,306939.23
Japan,Freshwater Prawn,17,B,437498.96
China,King Crab,9,A,342224.31
Japan,Soft Shell Crab,16,C,461638.06
Japan,Cod,48,C,475664.54
USA,Vannamei,7,C,396224.14
India,Vannamei,33,B,154688.94
EU,Snow Crab,34,B,134803.58
Japan,Snapper,35,C,402160.96
Japan,Soft Shell Crab,30,C,210857.03
India,Grouper,25,A,383177.63
India,Catfish,37,C,72025.13
USA,Freshwater Prawn,33,A,441743.36
China,Catfish,28,C,490260.81
USA,Mud Crab,36,A,139404.25
Japan,Banana Prawn,26,A,40490.76
Japan,Dungeness Crab,39,B,10446.96
India,Salmon,15,A,166812.44
USA,Pangasius,6,B,288061.25
Japan,Banana Prawn,18,B,467083.8
Japan,Tuna,36,A,249153.54
USA,Rohu,12,A,18855.88
USA,Black Tiger Shrimp,34,C,346585.81
EU,Tuna,20,C,307508.32
USA,Cod,48,A,418545.98
China,Tuna,1,C,390390.44
India,Freshwater Prawn,47,A,61438.93
USA,Barramundi,39,A,274094.58
India,Carp,14,B,357825.9
India,King Prawn,47,C,459976.2
China,Freshwater Prawn,5,C,243973.38
Japan,Tiger Prawn,8,A,194843.06
USA,Blue Swimmer Crab,44,A,162261.62
India,Pangasius,9,B,111187.7
EU,Trout,48,A,69032.48
USA,Tilapia,47,C,157422.71
China,Snow Crab,43,B,483227.07
USA,Barramundi,8,A,249167.47
India,Snow Crab,17,B,157930.98
China,Freshwater Prawn,11,A,466199.64
EU,Tiger Prawn,28,C,229799.26
Japan,King Prawn,37,B,241257.95
USA,Cod,18,C,404479.69
Japan,Mud Crab,6,A,382500.66
India,King Prawn,35,B,429487.99
China,Carp,1,B,90290.93
Japan,King Crab,5,B,386982.96
Japan,Dungeness Crab,2,C,395474.5
India,King Crab,7,C,381058.24
EU,Catfish,3,C,301628.91
Japan,King Crab,35,B,351540.72
India,Milkfish,24,B,243563.3
EU,Banana Prawn,42,A,326053.72
Japan,King Prawn,9,B,274526.42
USA,Trout,30,A,471917.38
USA,Catfish,8,A,466195.95
China,Seabass,11,A,486935.94
China,Catfish,35,B,333249.08
China,Carp,8,C,138114.77
USA,Barramundi,39,C,352225.21
China,Trout,32,A,55443.38
Japan,King Crab,43,B,409765.79
USA,Dungeness Crab,12,B,220453.61
India,Barramundi,7,C,203923.68
EU,King Crab,2,C,460630.72
China,Carp,9,A,168953.66
China,Seabass,28,B,480799.48
Japan,Barramundi,39,C,497109.08
EU,Freshwater Prawn,7,B,53908.49
EU,Seabass,20,C,168582.87
Japan,Snow Crab,41,A,133567.67
Japan,Tiger Prawn,5,C,107941.63
China,Tilapia,6,C,40297.65
USA,Snapper,12,A,333182.87
Japan,Freshwater Prawn,21,A,289046.17
EU,Barramundi,28,B,191632.92
China,Freshwater Prawn,3,A,139267.03
India,Mud Crab,37,A,159409.95
USA,Whiteleg Shrimp,3,B,373571.67
China,Cod,50,C,344392.07
EU,Vannamei,14,A,92248.93
India,Barramundi,33,C,317759.8
Japan,Catfish,41,A,264007.18
USA,Milkfish,37,C,246349.94
EU,King Prawn,18,A,498661.56
Japan,Barramundi,4,B,213287.43
Japan,Blue Swimmer Crab,35,B,485886.37
USA,Mud Crab,19,B,305386.85
Japan,Tiger Prawn,33,A,282704.59
Japan,Dungeness Crab,9,C,16731.54
USA,Carp,27,C,460422.73
Japan,Vannamei,32,C,117288.82
Japan,Soft Shell Crab,14,C,115576.38
EU,Tiger Prawn,18,C,218312.93
India,Whiteleg Shrimp,19,A,318853.31
China,Barramundi,38,A,397267.71
Japan,Snow Crab,47,A,109706.35
India,Salmon,14,B,136058.49
EU,Catfish,50,A,138029.02
China,Black Tiger Shrimp,5,C,23748.35
India,King Prawn,20,B,134287.51
EU,Trout,24,B,79442.1
Japan,Grouper,40,A,351927.05
India,Mud Crab,16,B,437305.96
USA,King Crab,29,C,192028.13
India,Snow Crab,35,C,173345.49
Japan,Salmon,8,C,340366.66
EU,Freshwater Prawn,44,A,285200.57
Japan,Salmon,16,C,388168.28
Japan,Salmon,23,B,250357.8
EU,Banana Prawn,21,B,289151.42
China,Catfish,19,B,151544.69
China,Whiteleg Shrimp,2,B,336826.34
USA,Whiteleg Shrimp,30,B,413310.35
India,King Prawn,46,A,225308.98
China,Seabass,38,A,96250.63
India,Whiteleg Shrimp,44,A,465064.13
India,Carp,47,B,449243.25
China,Pangasius,27,A,29755.65
USA,Catfish,43,A,126223.22
EU,Salmon,35,A,217705.87
India,Soft Shell Crab,2,B,346999.33
Japan,Black Tiger Shrimp,36,C,280343.01
India,Freshwater Prawn,26,A,261375.99
Japan,King Crab,38,B,309041.0
USA,Rohu,17,A,403535.12
China,Milkfish,9,B,408573.14
Japan,Banana Prawn,47,B,390615.74
EU,Mud Crab,28,C,367058.19
China,Milkfish,32,A,144862.63
China,Salmon,41,C,472110.75
India,Rohu,8,C,224357.86
Japan,Grouper,17,C,325825.94
India,Whiteleg Shrimp,33,A,255385.5
USA,Grouper,28,A,19604.41
India,Seabass,35,B,179901.0
Japan,Catfish,4,B,151726.49
India,Whiteleg Shrimp,26,C,420680.47
Japan,Whiteleg Shrimp,43,B,146747.41
China,Barramundi,48,C,358591.33
USA,Freshwater Prawn,39,C,252866.32
Japan,Dungeness Crab,33,C,116970.45
India,Tilapia,49,C,381451.94
EU,King Prawn,22,A,94466.17
India,Trout,23,B,158663.34
Japan,Cod,8,B,173201.4
EU,Snapper,23,C,196167.32
China,Pangasius,30,C,152035.47
China,Catfish,7,C,51135.56
India,Whiteleg Shrimp,4,A,213601.34
USA,Seabass,31,C,404594.18
Japan,Whiteleg Shrimp,17,A,69510.82
Japan,Seabass,8,B,361228.11
USA,Tiger Prawn,18,C,107583.96
EU,Freshwater Prawn,1,B,381001.68
EU,King Crab,10,B,115005.51
EU,Pangasius,39,C,173640.18
Japan,Cod,7,B,452162.87
USA,King Crab,7,B,198874.49
Japan,Carp,6,A,447290.9
Japan,Freshwater Prawn,10,A,190357.12
India,Cod,30,A,495292.1
India,Tiger Prawn,33,C,477273.58
EU,Banana Prawn,44,B,484018.74
EU,Snow Crab,45,C,51141.0
USA,Cod,36,C,297843.67
USA,Whiteleg Shrimp,40,A,441488.19
USA,Tilapia,27,B,159857.43
EU,Grouper,8,A,201172.92
EU,King Prawn,43,A,104460.56
EU,Tilapia,36,C,208406.39
China,Tuna,14,C,95217.34
China,Whiteleg Shrimp,32,B,373453.75
USA,Whiteleg Shrimp,46,B,83391.92
USA,Catfish,21,A,405390.86
China,Salmon,11,A,253955.46
EU,Milkfish,21,C,141486.48
EU,Seabass,28,A,195805.1
EU,Blue Swimmer Crab,13,C,383051.15
Japan,Rohu,45,A,305985.54
Japan,Rohu,1,C,460211.92
China,Snow Crab,50,B,243905.53
EU,Vannamei,9,A,223943.97
USA,Salmon,45,A,335264.92
China,Freshwater Prawn,13,A,238352.68
India,Cod,37,B,53327.99
China,Carp,24,C,342393.02
USA,Salmon,4,C,390551.61
EU,Tuna,25,C,250598.14
India,King Prawn,40,C,209019.11
EU,Tuna,25,C,26894.48
India,Banana Prawn,3,B,435563.13
India,Trout,21,A,314089.77
Japan,King Crab,27,C,453399.68
India,King Crab,29,A,301668.88
EU,Dungeness Crab,17,B,97163.81
India,Black Tiger Shrimp,24,C,264430.96
India,Catfish,49,A,208767.35
USA,Rohu,24,C,276117.79
Japan,Seabass,20,C,167173.43
Japan,Banana Prawn,9,A,13644.98
China,Soft Shell Crab,3,C,110875.37
EU,Cod,47,B,151053.22
India,Rohu,24,A,114872.97
China,Banana Prawn,42,A,203860.07
Japan,Snapper,13,B,420596.89
India,Blue Swimmer Crab,38,A,124514.38
USA,King Prawn,32,C,415285.18
India,Banana Prawn,9,C,321651.51
China,Milkfish,12,C,279228.5
India,Soft Shell Crab,25,C,64605.56
EU,Black Tiger Shrimp,17,B,195198.92
India,Pangasius,46,A,162231.07
EU,Catfish,41,C,416428.76
USA,Banana Prawn,47,C,389349.09
EU,Banana Prawn,45,C,483434.87
USA,Barramundi,26,B,162064.35
EU,Milkfish,28,A,203752.38
EU,Snow Crab,41,C,435296.42
Japan,Barramundi,5,C,128390.92
China,Seabass,20,C,100313.74
China,Whiteleg Shrimp,37,A,390920.09
India,Dungeness Crab,48,B,290753.53
China,Freshwater Prawn,43,C,334632.33
USA,King Crab,13,B,443324.53
Japan,Milkfish,36,A,71617.5
China,Catfish,30,B,27323.71
USA,Snow Crab,48,C,492923.21
EU,Grouper,1,B,277676.48
USA,King Crab,44,C,25387.98
USA,Soft Shell Crab,29,B,61805.27
EU,Freshwater Prawn,41,C,427689.73
India,Black Tiger Shrimp,8,C,224732.46
India,Vannamei,28,B,489117.9
Japan,Snapper,22,A,191573.97
Japan,King Prawn,43,B,58816.71
EU,Tuna,29,C,425642.81
USA,Mud Crab,32,C,216550.23
EU,Pangasius,17,C,55007.34
EU,Rohu,29,B,171945.12
USA,Tuna,44,B,478631.06
EU,Soft Shell Crab,20,C,158541.69
EU,Banana Prawn,5,C,219120.81
China,Catfish,28,B,297018.2
Japan,Pangasius,26,A,445352.37
USA,Blue Swimmer Crab,7,B,364209.98
India,Snapper,37,B,98392.72
Japan,Black Tiger Shrimp,5,B,380411.77
EU,Tuna,17,B,116520.36
India,Tiger Prawn,44,B,144284.94
Japan,Pangasius,41,C,433000.42
Japan,Pangasius,13,A,446985.64
Japan,Tiger Prawn,12,B,485937.81
Japan,King Crab,5,A,139336.36
EU,Cod,13,C,253635.9
USA,Snow Crab,16,B,477745.9
China,Black Tiger Shrimp,17,B,51832.79
India,Soft Shell Crab,5,B,444827.14
EU,Pangasius,50,B,112920.8
Japan,Blue Swimmer Crab,44,C,110187.18
Japan,Pangasius,45,C,442072.13
India,Catfish,27,C,140142.13
USA,Tuna,42,A,267095.05
Japan,King Crab,42,A,489145.29
EU,Pangasius,45,C,239682.02
China,Tuna,6,C,151563.04
USA,Dungeness Crab,15,A,394875.97
China,Black Tiger Shrimp,10,C,170187.09
Japan,Trout,10,A,256104.35
India,King Prawn,1,B,457026.16
EU,King Crab,49,C,323068.28
China,Carp,40,A,461623.31
USA,Salmon,50,B,71156.04
Japan,Seabass,38,A,368455.69
China,Trout,13,B,328298.29
Japan,Cod,16,B,478922.47
India,Grouper,18,A,322675.65
India,Dungeness Crab,40,A,379691.5
China,Tilapia,8,C,143998.54
USA,Pangasius,29,A,204395.63
EU,Tiger Prawn,26,C,113813.66
Japan,Mud Crab,28,C,340386.29
EU,Snapper,47,B,139752.4
Japan,Whiteleg Shrimp,32,A,497103.76
China,Cod,39,B,237265.86
China,Carp,31,B,212552.28
USA,Tiger Prawn,10,A,119111.24
EU,Tilapia,11,B,170849.17
USA,King Prawn,18,C,178230.54
India,Blue Swimmer Crab,19,B,86699.43
China,Barramundi,13,A,33682.53
Japan,Blue Swimmer Crab,25,B,465935.91
Japan,Tiger Prawn,46,A,71235.56
EU,Soft Shell Crab,7,A,474632.9
USA,Tiger Prawn,17,C,255945.45
Japan,Vannamei,41,C,456623.54
Japan,Trout,30,C,302344.36
USA,King Prawn,13,C,206725.48
India,King Prawn,39,A,431771.56
EU,Snow Crab,35,A,288022.66
India,Milkfish,29,C,406725.71
EU,Salmon,38,C,48995.51
India,Salmon,44,C,29826.25
India,Tiger Prawn,9,A,292262.96
Japan,Seabass,46,B,353958.98
USA,Snow Crab,20,A,104331.96
Japan,Seabass,6,C,297138.24
China,Barramundi,5,A,49847.36
India,Rohu,44,A,42999.26
China,Cod,18,B,269388.6
EU,King Prawn,15,A,11539.03
EU,Seabass,33,C,202867.15
USA,Tiger Prawn,30,C,374115.57
India,Dungeness Crab,45,B,199933.61
EU,Whiteleg Shrimp,28,A,274530.35
USA,Carp,20,A,389619.93
India,Tilapia,15,B,46451.11
China,Soft Shell Crab,48,B,45733.43
China,Rohu,2,B,158558.67
China,Tilapia,7,B,219929.84
USA,Salmon,10,C,304819.4
USA,Freshwater Prawn,24,A,489932.65
USA,Carp,42,A,299129.64
China,Vannamei,38,B,280300.67
India,Whiteleg Shrimp,7,B,454560.56
EU,Cod,48,C,230089.13
China,Tiger Prawn,46,C,183227.34
Japan,Tiger Prawn,38,A,97399.79
USA,Milkfish,5,C,402378.36
USA,Tuna,3,C,403452.58
China,Soft Shell Crab,39,B,495420.32
India,Trout,20,A,409725.93
EU,Rohu,28,C,342752.56
Japan,Cod,9,C,272600.23
EU,Tiger Prawn,14,A,51058.21
USA,Tilapia,32,B,29733.82
India,Grouper,4,A,199304.2
India,Catfish,20,A,289247.2
China,Barramundi,35,C,334597.27
EU,Vannamei,11,B,243789.13
Japan,Snow Crab,21,A,36663.69
China,Salmon,1,C,178934.16
USA,Whiteleg Shrimp,50,B,322576.14
USA,Pangasius,47,B,342667.18
India,Grouper,49,B,101580.27
Japan,King Prawn,32,C,409485.65
USA,Dungeness Crab,27,A,387483.54
USA,Soft Shell Crab,21,C,451924.22
Japan,Barramundi,50,B,248094.86
EU,Banana Prawn,46,A,12962.51
EU,Carp,42,C,223203.74
USA,Cod,11,B,249788.16
EU,Dungeness Crab,34,A,43253.44
EU,King Prawn,1,A,483941.72
China,Snapper,33,C,446049.29
India,Soft Shell Crab,45,C,436794.7
USA,Banana Prawn,7,C,451769.57
Japan,Cod,31,C,62231.04
EU,Dungeness Crab,18,C,266958.4
EU,Carp,25,B,256350.03
USA,Tuna,49,C,229323.89
USA,Pangasius,28,A,367595.86
China,Pangasius,42,B,421204.94
EU,Blue Swimmer Crab,11,C,289687.03
India,Vannamei,35,B,263693.54
EU,Freshwater Prawn,50,C,348492.4
USA,Tilapia,29,A,231657.2
China,Snapper,22,C,287148.09
EU,Blue Swimmer Crab,5,C,326970.23
India,Barramundi,12,B,272451.34
USA,King Prawn,5,A,298653.15
Japan,Banana Prawn,29,C,180983.35
India,Salmon,22,C,51874.24
China,Grouper,42,B,85319.8
USA,Blue Swimmer Crab,18,A,323601.73
India,Dungeness Crab,33,C,258515.0
China,King Prawn,49,B,409869.75
China,Black Tiger Shrimp,45,C,481134.89
EU,Banana Prawn,26,C,67005.73
EU,Tilapia,11,C,209188.89
Japan,Banana Prawn,42,C,26055.45
China,Blue Swimmer Crab,19,A,73533.94
USA,Mud Crab,30,B,73572.4
India,Pangasius,21,C,318520.48
China,Catfish,44,C,117187.66
Japan,Soft Shell Crab,30,A,354003.42
India,Barramundi,2,B,88444.3
India,Black Tiger Shrimp,3,A,125637.0
EU,Banana Prawn,23,C,256534.64
India,Rohu,6,B,213505.49
India,Banana Prawn,34,B,368523.61
India,Mud Crab,31,C,307824.11
China,Mud Crab,35,A,169669.16
USA,Rohu,22,B,244531.15
Japan,Trout,40,C,498155.6
USA,Cod,26,B,251251.63
India,Whiteleg Shrimp,14,B,286737.19
China,Snow Crab,13,B,492217.62
India,King Prawn,38,C,75604.1
India,King Prawn,25,C,52349.67
India,Tuna,40,A,294954.98
China,Tilapia,18,B,408549.49
USA,Salmon,7,B,86273.47
EU,Salmon,32,C,187561.03
EU,Pangasius,43,B,328136.66
India,Tuna,15,A,306302.46
USA,King Prawn,23,A,78870.02
USA,Catfish,9,C,109229.4
China,Snow Crab,37,A,330091.47
USA,Barramundi,43,C,237091.92
Japan,King Crab,18,A,152616.1
China,Catfish,16,C,142630.36
India,Pangasius,43,A,457895.67
India,Vannamei,24,A,268607.17
EU,Grouper,35,A,33184.38
USA,Dungeness Crab,13,B,430643.39
Japan,Snapper,22,B,91832.62
Japan,Dungeness Crab,34,B,143197.82
China,Soft Shell Crab,35,C,221016.63
Japan,Snapper,22,B,410791.46
India,Tiger Prawn,46,B,499051.55
USA,Mud Crab,41,C,162728.48
EU,Grouper,20,A,281247.51
China,Tuna,2,B,490855.03
EU,Black Tiger Shrimp,6,A,68760.03
USA,Seabass,40,B,473757.92
India,Barramundi,24,C,226831.34
EU,Tuna,5,B,201821.23
USA,Trout,39,A,387116.95
China,Snow Crab,27,C,380650.99
USA,Dungeness Crab,1,B,79448.86
EU,Salmon,47,B,220521.06
EU,Dungeness Crab,18,B,494333.95
India,Black Tiger Shrimp,39,B,80960.84
USA,Salmon,11,B,322193.53
Japan,Barramundi,31,A,333973.18
Japan,Pangasius,19,A,348759.47
India,King Crab,39,B,56184.91
USA,Snapper,4,A,361724.6
USA,Dungeness Crab,21,B,121527.52
Japan,Milkfish,35,A,337765.23
India,Soft Shell Crab,37,C,303500.24
EU,Black Tiger Shrimp,18,B,289224.22
EU,Catfish,1,B,497795.66
Japan,Pangasius,2,A,393986.17
India,Grouper,29,C,454662.72
Japan,Grouper,28,B,115124.01
USA,Rohu,33,C,160153.52
USA,Grouper,35,A,351624.57
EU,King Crab,23,B,140972.81
USA,Black Tiger Shrimp,43,C,250508.77
India,Carp,19,A,224786.75
USA,Seabass,13,C,330690.24
Japan,Blue Swimmer Crab,48,B,408840.84
EU,Tuna,41,B,289842.78
Japan,Banana Prawn,2,A,226238.32
EU,Rohu,48,B,98751.32
EU,Milkfish,25,A,453801.76
EU,Milkfish,28,B,431752.78
USA,Freshwater Prawn,23,C,154143.88
USA,Rohu,26,C,447609.4
EU,Snapper,22,C,48222.01
EU,Tuna,6,B,20314.65
Japan,Salmon,13,B,118413.13
India,Cod,18,B,317276.58
China,Freshwater Prawn,28,B,153084.39
China,Pangasius,16,C,307442.25
USA,Carp,4,A,27767.8
India,Rohu,22,A,426631.64
USA,Vannamei,21,B,428564.7
EU,Tilapia,9,C,397293.39
India,Catfish,24,A,110011.23
EU,Rohu,33,A,489307.08
Japan,Seabass,27,B,41119.56
Japan,Rohu,21,B,89890.2
India,Dungeness Crab,35,A,166691.05
Japan,Soft Shell Crab,48,B,171101.47
EU,Tuna,33,A,486068.1
China,Snapper,25,B,94804.54
USA,Snapper,23,C,165343.92
Japan,Whiteleg Shrimp,34,A,401407.39
China,Seabass,32,B,380673.42
India,King Crab,24,B,308479.71
USA,Snow Crab,43,A,142723.73
China,Tuna,5,C,94373.74
China,Banana Prawn,25,A,492101.91
Japan,Blue Swimmer Crab,21,A,24328.7
EU,Freshwater Prawn,46,A,403177.23
China,Tilapia,16,C,487580.53
Japan,Carp,44,C,304284.41
USA,Salmon,3,A,311396.74
Japan,Whiteleg Shrimp,42,B,29960.95
Japan,Seabass,39,C,75970.19
Japan,Black Tiger Shrimp,28,C,466856.89
EU,Carp,12,A,85421.19
EU,Dungeness Crab,8,A,364748.26
Japan,Banana Prawn,42,B,35453.55
USA,Seabass,24,C,152510.67
China,Mud Crab,36,A,407055.65
USA,Tilapia,30,C,199139.69
China,Banana Prawn,13,C,234262.67
Japan,Tiger Prawn,46,B,202920.27
India,Whiteleg Shrimp,2,A,178494.9
Japan,Trout,5,B,166649.07
EU,Tilapia,21,B,460879.33
India,Whiteleg Shrimp,4,B,164988.86
China,Freshwater Prawn,15,B,87202.43
China,Catfish,27,A,478990.05
EU,Tuna,37,B,440493.16
Japan,Banana Prawn,12,B,193450.16
EU,Tilapia,45,B,82154.44
China,Snow Crab,24,A,451966.63
China,Pangasius,37,C,488445.29
Japan,Blue Swimmer Crab,3,B,307525.0
USA,Cod,46,B,69052.92
EU,Tuna,9,B,339580.33
China,Pangasius,44,B,361085.1
USA,Cod,49,A,482509.68
China,Rohu,36,B,320235.74
Japan,Tilapia,31,A,222271.56
USA,Barramundi,4,A,116668.81
China,Black Tiger Shrimp,3,C,159311.74
EU,Blue Swimmer Crab,35,C,402466.93
USA,Blue Swimmer Crab,12,C,261482.04
China,Vannamei,28,A,83659.9
USA,Pangasius,13,C,341635.76
USA,Cod,7,A,125326.43
China,Grouper,11,B,368321.91
India,Cod,34,B,279962.37
India,Barramundi,36,B,303280.35
EU,Vannamei,14,B,112359.68
India,Carp,37,C,254940.11
USA,Vannamei,11,C,397717.95
USA,Freshwater Prawn,15,B,16481.15
India,King Crab,21,B,167820.0
India,King Prawn,3,A,394972.58
India,Snow Crab,31,B,128120.1
China,Blue Swimmer Crab,30,A,422895.75
India,Snapper,25,B,288527.62
Japan,King Prawn,17,C,206833.35
EU,Freshwater Prawn,16,A,52783.65
USA,Milkfish,26,A,361948.37
USA,Catfish,17,C,413199.74
USA,Rohu,45,C,173618.9
Japan,Pangasius,19,C,261538.19
EU,Whiteleg Shrimp,1,B,344800.5
USA,Pangasius,20,B,277483.85
China,Catfish,31,C,191974.38
USA,Soft Shell Crab,3,A,281391.12
Japan,Pangasius,18,C,351001.49
EU,Soft Shell Crab,6,B,215061.7
Japan,Snow Crab,28,A,362493.19
EU,Banana Prawn,8,C,359501.99
Japan,Vannamei,48,C,160658.58
Japan,Salmon,39,B,17892.62
India,Tilapia,41,B,272533.12
India,Tiger Prawn,40,A,440605.95
EU,Grouper,33,B,131277.42
China,Tuna,39,A,249295.59
Japan,Dungeness Crab,21,B,100688.78
China,Snow Crab,4,C,446091.96
USA,Soft Shell Crab,21,A,201819.03
India,Seabass,3,B,341268.54
India,Catfish,14,A,189330.3
China,Cod,45,A,67799.91
India,Barramundi,20,C,19767.57
India,Dungeness Crab,4,C,300546.92
USA,Snapper,6,A,281653.63
China,Trout,5,C,353248.74
India,Cod,12,A,412144.29
EU,Mud Crab,39,C,401822.29
USA,Tilapia,39,C,355769.93
China,Mud Crab,23,A,485817.39
India,Seabass,25,B,389642.51
India,Cod,20,B,309835.17
China,Freshwater Prawn,35,A,246581.8
EU,Rohu,43,A,91633.82
USA,Seabass,33,C,325096.11
China,Banana Prawn,32,C,149464.5
EU,King Prawn,41,C,100340.3
China,Rohu,2,B,457307.4
China,King Crab,4,B,138876.6
EU,Pangasius,43,B,435541.66
India,Tiger Prawn,2,C,195069.33
China,Rohu,39,B,156132.48
Japan,Grouper,45,B,477968.94
EU,Vannamei,40,C,271274.4
Japan,Salmon,44,B,479870.02
India,Milkfish,40,C,190177.24
Japan,Blue Swimmer Crab,3,C,314699.36
China,Milkfish,32,C,179215.62
EU,Trout,1,A,321724.55
India,Tiger Prawn,41,B,362375.01
Japan,Dungeness Crab,25,B,228711.57
EU,Tilapia,30,B,449770.05
Japan,Trout,10,A,60387.26
India,Banana Prawn,26,A,131398.4
Japan,Blue Swimmer Crab,5,C,320479.7
Japan,Rohu,37,A,59591.59
EU,Milkfish,2,C,278476.09
India,Black Tiger Shrimp,20,B,20534.5
China,Grouper,38,C,77190.57
EU,Pangasius,46,A,492592.9
Japan,Tuna,11,B,194634.83
India,Whiteleg Shrimp,33,B,369062.04
India,Carp,36,B,418334.94
EU,Trout,30,B,254262.5
USA,Rohu,26,A,448280.38
Japan,Grouper,32,C,123508.78
India,Grouper,13,B,422304.97
Japan,Vannamei,33,A,82261.25
China,Salmon,13,B,259329.05
India,Pangasius,23,B,344040.99
Japan,Tiger Prawn,45,C,223966.51
China,Whiteleg Shrimp,9,C,313153.25
EU,King Prawn,24,A,84443.01
EU,Carp,27,C,151525.82
Japan,Carp,16,B,274674.58
Japan,Barramundi,7,B,275795.71
USA,Whiteleg Shrimp,5,B,244522.86
USA,Tiger Prawn,7,B,20786.69
Japan,Tuna,30,A,64169.56
USA,Soft Shell Crab,39,B,310836.41
India,Snapper,14,C,481397.42
China,Rohu,50,B,478945.0
